户型,楼层,面积,装修情况,价格,小区,区域,房屋朝向,配置电梯,挂牌时间,房屋用途,单价
3室2厅,中楼层/共12层,139.52平米,平层/精装,528,天通苑北一区,昌平,房屋朝向,配备电梯,"2023年12月17日
                                                                            ","普通住宅
                                                                            ",37845
3室1厅,顶层/共16层,94.45平米,平层/精装,450,路劲世界城二期,昌平,房屋朝向,配备电梯,"2023年12月19日
                                                                            ","普通住宅
                                                                            ",47645
2室1厅,顶层/共6层,67.11平米,平层/简装,310,昌艺园小区,昌平,房屋朝向,,"2023年12月27日
                                                                            ","普通住宅
                                                                            ",46193
3室1厅,低楼层/共28层,89.65平米,平层/简装,425,旗胜家园,昌平,房屋朝向,配备电梯,"2023年12月17日
                                                                            ","普通住宅
                                                                            ",47407
2室1厅,底层/共6层,69.35平米,平层/简装,225,民园小区,昌平,房屋朝向,,"2023年12月17日
                                                                            ","普通住宅
                                                                            ",32445
2室1厅,底层/共6层,67.13平米,平层/精装,346,天通苑三区,昌平,房屋朝向,,"2023年12月16日
                                                                            ","普通住宅
                                                                            ",51542
2室1厅,高楼层/共19层,100.83平米,平层/精装,355,天通苑东二区,昌平,房屋朝向,配备电梯,"2023年12月18日
                                                                            ","普通住宅
                                                                            ",35208
3室2厅,高楼层/共18层,127.73平米,平层/精装,998,首开国风美唐三期,昌平,房屋朝向,配备电梯,"2023年12月17日
                                                                            ","普通住宅
                                                                            ",78134
2室1厅,顶层/共6层,99.57平米,平层/简装,410,和谐家园一区,昌平,房屋朝向,,"2023年12月16日
                                                                            ","普通住宅
                                                                            ",41178
4室2厅,低楼层/共6层,139.23平米,平层/精装,735,金科廊桥水岸,昌平,房屋朝向,配备电梯,"2023年12月17日
                                                                            ","普通住宅
                                                                            ",52791
2室1厅,中楼层/共7层,103.93平米,平层/精装,429,天通苑东二区,昌平,房屋朝向,,"2023年12月16日
                                                                            ","普通住宅
                                                                            ",41278
1室0厅,高楼层/共17层,34.39平米,平层/精装,175,北街家园八区,昌平,房屋朝向,配备电梯,"2023年12月19日
                                                                            ","普通住宅
                                                                            ",50887
2室1厅,底层/共6层,98.88平米,平层/精装,448,龙跃苑二区,昌平,房屋朝向,,"2023年12月16日
                                                                            ","普通住宅
                                                                            ",45308
3室1厅,高楼层/共6层,68.03平米,平层/精装,195,西环里,昌平,房屋朝向,,"2023年12月16日
                                                                            ","普通住宅
                                                                            ",28664
2室1厅,中楼层/共13层,88.75平米,平层/简装,446,旗胜家园,昌平,房屋朝向,配备电梯,"2023年12月18日
                                                                            ","普通住宅
                                                                            ",50254
2室1厅,中楼层/共19层,106.1平米,平层/简装,398,天通苑东二区,昌平,房屋朝向,配备电梯,"2023年12月18日
                                                                            ","普通住宅
                                                                            ",37512
2室1厅,高楼层/共6层,84.06平米,平层/精装,265,御路园,昌平,房屋朝向,,"2023年12月16日
                                                                            ","普通住宅
                                                                            ",31526
3室1厅,高楼层/共11层,89.96平米,平层/精装,529,领秀慧谷A区,昌平,房屋朝向,配备电梯,"2023年12月15日
                                                                            ","普通住宅
                                                                            ",58804
2室1厅,高楼层/共20层,100.98平米,平层/简装,545,新龙城,昌平,房屋朝向,配备电梯,"2023年12月24日
                                                                            ","普通住宅
                                                                            ",53972
2室1厅,低楼层/共28层,87.7平米,平层/简装,499,融泽嘉园中路2号院,昌平,房屋朝向,配备电梯,"2023年12月28日
                                                                            ","普通住宅
                                                                            ",56899
2室1厅,底层/共11层,83.7平米,平层/其他,375,路劲世界城一期,昌平,房屋朝向,配备电梯,"2023年12月17日
                                                                            ","普通住宅
                                                                            ",44803
3室2厅,中楼层/共11层,88.28平米,平层/精装,443,招商都会湾,昌平,房屋朝向,配备电梯,"2023年12月13日
                                                                            ","普通住宅
                                                                            ",50182
3室2厅,中楼层/共6层,99.77平米,平层/简装,285,郝庄家园南区,昌平,房屋朝向,,"2023年12月20日
                                                                            ","普通住宅
                                                                            ",28566
2室1厅,中楼层/共15层,100.76平米,平层/精装,640,顶秀青溪,昌平,房屋朝向,配备电梯,"2023年12月13日
                                                                            ","普通住宅
                                                                            ",63518
2室2厅,中楼层/共19层,98.16平米,平层/精装,379,天通苑东二区,昌平,房屋朝向,配备电梯,"2023年12月16日
                                                                            ","普通住宅
                                                                            ",38611
3室1厅,中楼层/共6层,129.34平米,平层/简装,448,东关北里小区,昌平,房屋朝向,,"2023年12月15日
                                                                            ","普通住宅
                                                                            ",34638
2室1厅,低楼层/共15层,80.84平米,平层/简装,409,溪城家园,昌平,房屋朝向,配备电梯,"2023年12月13日
                                                                            ","普通住宅
                                                                            ",50594
2室1厅,中楼层/共6层,89.62平米,平层/精装,353,望都新地,昌平,房屋朝向,,"2023年12月15日
                                                                            ","普通住宅
                                                                            ",39389
3室2厅,低楼层/共28层,125.2平米,平层/精装,419,新悦家园,昌平,房屋朝向,配备电梯,"2023年12月11日
                                                                            ","普通住宅
                                                                            ",33467
3室1厅,低楼层/共6层,118.37平米,平层/精装,510,云趣园三区,昌平,房屋朝向,,"2023年12月18日
                                                                            ","普通住宅
                                                                            ",43086
2室1厅,高楼层/共6层,81.56平米,平层/精装,410,龙博苑二区,昌平,房屋朝向,,"2023年12月11日
                                                                            ","普通住宅
                                                                            ",50270
2室1厅,中楼层/共18层,92.71平米,平层/精装,389,北街家园一区,昌平,房屋朝向,配备电梯,"2023年12月10日
                                                                            ","普通住宅
                                                                            ",41959
3室1厅,低楼层/共6层,118.12平米,平层/精装,555,龙腾苑六区,昌平,房屋朝向,,"2023年12月10日
                                                                            ","普通住宅
                                                                            ",46987
2室1厅,中楼层/共17层,86.69平米,平层/精装,400,北街家园五区,昌平,房屋朝向,配备电梯,"2023年12月23日
                                                                            ","普通住宅
                                                                            ",46142
2室1厅,中楼层/共7层,113.07平米,平层/精装,405,天通苑东一区,昌平,房屋朝向,,"2023年12月10日
                                                                            ","普通住宅
                                                                            ",35819
3室2厅,中楼层/共18层,141.63平米,平层/简装,495,天通苑北一区,昌平,房屋朝向,配备电梯,"2023年12月13日
                                                                            ","普通住宅
                                                                            ",34951
2室1厅,低楼层/共6层,61.55平米,平层/精装,278,肿瘤医院宿舍,昌平,房屋朝向,,"2023年12月10日
                                                                            ","普通住宅
                                                                            ",45167
3室2厅,低楼层/共7层,128.2平米,平层/精装,525,天通苑北二区,昌平,房屋朝向,,"2023年12月09日
                                                                            ","普通住宅
                                                                            ",40952
2室1厅,顶层/共18层,80.16平米,平层/其他,297,北郡嘉源,昌平,房屋朝向,配备电梯,"2023年12月09日
                                                                            ","普通住宅
                                                                            ",37051
3室1厅,中楼层/共7层,127.47平米,平层/简装,528,龙回苑,昌平,房屋朝向,,"2023年12月10日
                                                                            ","普通住宅
                                                                            ",41422
3室2厅,中楼层/共5层,128.4平米,平层/简装,486,京科苑,昌平,房屋朝向,,"2023年12月12日
                                                                            ","普通住宅
                                                                            ",37851
2室2厅,底层/共6层,88.14平米,平层/简装,410,北店嘉园,昌平,房屋朝向,,"2023年12月10日
                                                                            ","普通住宅
                                                                            ",46517
2室2厅,底层/共17层,98.68平米,平层/精装,376,天通苑东一区,昌平,房屋朝向,配备电梯,"2023年12月10日
                                                                            ","普通住宅
                                                                            ",38103
1室1厅,高楼层/共18层,61.12平米,平层/其他,249,北郡嘉源,昌平,房屋朝向,配备电梯,"2023年12月09日
                                                                            ","普通住宅
                                                                            ",40740
2室1厅,中楼层/共32层,98.42平米,平层/精装,359,天通西苑三区,昌平,房屋朝向,配备电梯,"2023年12月13日
                                                                            ","普通住宅
                                                                            ",36477
2室1厅,高楼层/共18层,73.21平米,平层/精装,365,北街家园一区,昌平,房屋朝向,配备电梯,"2023年12月07日
                                                                            ","普通住宅
                                                                            ",49857
1室1厅,低楼层/共20层,70.39平米,平层/简装,409,新龙城,昌平,房屋朝向,配备电梯,"2023年12月13日
                                                                            ","普通住宅
                                                                            ",58105
2室1厅,中楼层/共18层,112.95平米,平层/精装,399,天通苑北二区,昌平,房屋朝向,配备电梯,"2023年12月09日
                                                                            ","普通住宅
                                                                            ",35326
2室1厅,中楼层/共6层,96.3平米,平层/简装,440,建材城西路85号院,昌平,房屋朝向,,"2023年12月10日
                                                                            ","普通住宅
                                                                            ",45691
2室1厅,低楼层/共6层,52.14平米,平层/精装,129,桥梁厂小区,昌平,房屋朝向,,"2023年12月07日
                                                                            ","普通住宅
                                                                            ",24742
3室1厅,中楼层/共7层,131.18平米,平层/简装,555,通达园,昌平,房屋朝向,,"2023年12月13日
                                                                            ","普通住宅
                                                                            ",42309
1室1厅,中楼层/共11层,66.69平米,平层/简装,385,矩阵二期,昌平,房屋朝向,配备电梯,"2023年12月07日
                                                                            ","普通住宅
                                                                            ",57730
2室2厅,低楼层/共8层,97.37平米,平层/精装,579,新龙城,昌平,房屋朝向,配备电梯,"2023年12月06日
                                                                            ","普通住宅
                                                                            ",59464
3室1厅,中楼层/共5层,74.57平米,平层/简装,238,沙河镇南一村,昌平,房屋朝向,,"2023年12月18日
                                                                            ","普通住宅
                                                                            ",31917
2室1厅,中楼层/共7层,98.13平米,平层/精装,422,天通苑中苑,昌平,房屋朝向,,"2023年12月05日
                                                                            ","普通住宅
                                                                            ",43005
3室1厅,中楼层/共6层,140.55平米,平层/精装,650,龙腾苑四区,昌平,房屋朝向,,"2023年12月06日
                                                                            ","普通住宅
                                                                            ",46247
2室1厅,中楼层/共11层,89.44平米,平层/简装,459,矩阵二期,昌平,房屋朝向,配备电梯,"2023年12月05日
                                                                            ","普通住宅
                                                                            ",51320
3室1厅,中楼层/共23层,161.93平米,平层/精装,440,天通苑三区,昌平,房屋朝向,配备电梯,"2023年12月03日
                                                                            ","普通住宅
                                                                            ",27173
3室1厅,低楼层/共7层,130.16平米,平层/精装,495,天通苑东三区,昌平,房屋朝向,,"2023年12月03日
                                                                            ","普通住宅
                                                                            ",38031
2室1厅,中楼层/共6层,68.7平米,平层/精装,360,龙华园,昌平,房屋朝向,,"2023年12月03日
                                                                            ","普通住宅
                                                                            ",52402
2室1厅,中楼层/共28层,88.68平米,平层/简装,410,旗胜家园,昌平,房屋朝向,配备电梯,"2023年12月09日
                                                                            ","普通住宅
                                                                            ",46234
3室2厅,高楼层/共7层,135.79平米,平层/简装,275,桃园公寓,昌平,房屋朝向,,"2023年12月03日
                                                                            ","普通住宅
                                                                            ",20252
2室1厅,中楼层/共5层,69.64平米,平层/简装,330,佳运园一期,昌平,房屋朝向,,"2023年12月03日
                                                                            ","普通住宅
                                                                            ",47387
2室1厅,顶层/共6层,60.72平米,平层/简装,260,华龙苑中里,昌平,房屋朝向,,"2023年12月02日
                                                                            ","普通住宅
                                                                            ",42820
2室1厅,中楼层/共18层,91.17平米,平层/精装,359,天通西苑二区,昌平,房屋朝向,配备电梯,"2023年12月02日
                                                                            ","普通住宅
                                                                            ",39377
3室1厅,中楼层/共13层,120.9平米,平层/简装,480,天通西苑一区,昌平,房屋朝向,配备电梯,"2023年12月04日
                                                                            ","普通住宅
                                                                            ",39703
2室1厅,顶层/共6层,79.89平米,平层/简装,335,龙博苑二区,昌平,房屋朝向,,"2023年12月01日
                                                                            ","普通住宅
                                                                            ",41933
3室1厅,底层/共6层,87.95平米,平层/简装,278,民园小区,昌平,房屋朝向,,"2023年12月01日
                                                                            ","普通住宅
                                                                            ",31609
3室1厅,高楼层/共32层,176.12平米,平层/简装,509,天通苑东一区,昌平,房屋朝向,配备电梯,"2023年12月16日
                                                                            ","普通住宅
                                                                            ",28901
2室1厅,中楼层/共18层,93.02平米,平层/精装,430,北街家园一区,昌平,房屋朝向,配备电梯,"2023年12月02日
                                                                            ","普通住宅
                                                                            ",46227
1室1厅,低楼层/共7层,66.24平米,平层/精装,365,龙锦苑四区,昌平,房屋朝向,,"2023年11月30日
                                                                            ","普通住宅
                                                                            ",55103
2室1厅,低楼层/共34层,86.95平米,平层/精装,509,融泽嘉园西二路2号院,昌平,房屋朝向,配备电梯,"2023年12月09日
                                                                            ","普通住宅
                                                                            ",58540
3室1厅,低楼层/共7层,122.13平米,平层/精装,505,云趣园一区,昌平,房屋朝向,,"2023年12月02日
                                                                            ","普通住宅
                                                                            ",41350
1室1厅,中楼层/共16层,41.28平米,平层/精装,189,蔚雲府,昌平,房屋朝向,配备电梯,"2023年12月03日
                                                                            ","普通住宅
                                                                            ",45785
2室1厅,中楼层/共6层,53.56平米,平层/精装,263,肿瘤医院宿舍,昌平,房屋朝向,,"2023年12月02日
                                                                            ","普通住宅
                                                                            ",49104
3室2厅,中楼层/共8层,161.34平米,平层/简装,835,天通苑中苑,昌平,房屋朝向,配备电梯,"2023年11月29日
                                                                            ","普通住宅
                                                                            ",51755
3室2厅,顶层/共6层,125.36平米,平层/简装,445,龙跃苑东二区,昌平,房屋朝向,,"2023年11月28日
                                                                            ","普通住宅
                                                                            ",35498
3室1厅,低楼层/共18层,88.81平米,平层/简装,417,北街家园一区,昌平,房屋朝向,配备电梯,"2023年11月29日
                                                                            ","普通住宅
                                                                            ",46955
3室1厅,低楼层/共20层,112.66平米,平层/简装,610,新龙城,昌平,房屋朝向,配备电梯,"2023年11月26日
                                                                            ","普通住宅
                                                                            ",54146
2室2厅,底层/共11层,98.95平米,平层/简装,579,京投发展公园悦府一区,昌平,房屋朝向,配备电梯,"2023年11月26日
                                                                            ","普通住宅
                                                                            ",58515
2室1厅,底层/共6层,60.67平米,平层/简装,220,永安里小区,昌平,房屋朝向,,"2023年11月26日
                                                                            ","普通住宅
                                                                            ",36262
1室1厅,低楼层/共12层,62.32平米,平层/精装,235,北郡嘉源,昌平,房屋朝向,配备电梯,"2023年11月26日
                                                                            ","普通住宅
                                                                            ",37709
1室1厅,低楼层/共6层,61.29平米,平层/简装,349,天鑫家园,昌平,房屋朝向,,"2023年11月26日
                                                                            ","普通住宅
                                                                            ",56943
1室0厅,底层/共6层,37.36平米,平层/其他,155,新悦家园,昌平,房屋朝向,,"2023年12月02日
                                                                            ","普通住宅
                                                                            ",41489
4室1厅,高楼层/共33层,178.15平米,平层/精装,499,天通苑东一区,昌平,房屋朝向,配备电梯,"2023年11月25日
                                                                            ","普通住宅
                                                                            ",28011
2室1厅,低楼层/共15层,82.51平米,平层/精装,450,溪城家园,昌平,房屋朝向,配备电梯,"2023年11月30日
                                                                            ","普通住宅
                                                                            ",54539
2室1厅,中楼层/共11层,100.42平米,平层/精装,578,流星花园三区,昌平,房屋朝向,配备电梯,"2023年11月30日
                                                                            ","普通住宅
                                                                            ",57559
2室2厅,中楼层/共11层,86.55平米,平层/精装,521,流星花园三区,昌平,房屋朝向,配备电梯,"2023年11月26日
                                                                            ","普通住宅
                                                                            ",60197
2室1厅,中楼层/共32层,96.32平米,平层/简装,358,天通西苑三区,昌平,房屋朝向,配备电梯,"2023年11月24日
                                                                            ","普通住宅
                                                                            ",37168
2室1厅,中楼层/共6层,68.53平米,平层/简装,297,肿瘤医院宿舍,昌平,房屋朝向,,"2023年11月28日
                                                                            ","普通住宅
                                                                            ",43339
2室2厅,低楼层/共15层,86.06平米,平层/精装,350,龙山华府,昌平,房屋朝向,配备电梯,"2023年11月28日
                                                                            ","普通住宅
                                                                            ",40670
4室3厅,底层/共7层,97.27平米,复式/简装,449,天通苑北三区,昌平,房屋朝向,,"2023年11月29日
                                                                            ","普通住宅
                                                                            ",46161
2室1厅,顶层/共20层,92.38平米,平层/精装,698,首开国风美唐三期,昌平,房屋朝向,配备电梯,"2023年11月24日
                                                                            ","普通住宅
                                                                            ",75558
2室1厅,底层/共6层,89.09平米,平层/精装,410,佳运园三期,昌平,房屋朝向,,"2023年11月25日
                                                                            ","普通住宅
                                                                            ",46021
2室1厅,中楼层/共6层,82.41平米,平层/简装,330,天通苑四区,昌平,房屋朝向,,"2023年11月23日
                                                                            ","普通住宅
                                                                            ",40044
2室1厅,高楼层/共6层,68.53平米,平层/精装,288,肿瘤医院宿舍,昌平,房屋朝向,,"2023年11月24日
                                                                            ","普通住宅
                                                                            ",42026
1室1厅,高楼层/共6层,45.55平米,平层/简装,220,华龙苑中里,昌平,房屋朝向,,"2023年11月24日
                                                                            ","普通住宅
                                                                            ",48299
1室1厅,中楼层/共9层,46.61平米,平层/精装,329,紫金新干线,昌平,房屋朝向,配备电梯,"2023年11月25日
                                                                            ","普通住宅
                                                                            ",70586
2室1厅,底层/共6层,87.76平米,平层/精装,430,龙跃苑一区,昌平,房屋朝向,,"2023年11月24日
                                                                            ","普通住宅
                                                                            ",48998
3室2厅,中楼层/共6层,126.65平米,平层/简装,607,龙腾苑二区,昌平,房屋朝向,,"2023年11月22日
                                                                            ","普通住宅
                                                                            ",47928
3室2厅,中楼层/共7层,128.95平米,平层/简装,459,天通苑东三区,昌平,房屋朝向,,"2023年11月22日
                                                                            ","普通住宅
                                                                            ",35596
2室1厅,低楼层/共18层,73.47平米,平层/简装,345,北街家园五区,昌平,房屋朝向,配备电梯,"2023年11月23日
                                                                            ","普通住宅
                                                                            ",46958
2室2厅,低楼层/共6层,94.58平米,平层/精装,498,北京人家,昌平,房屋朝向,,"2023年11月28日
                                                                            ","普通住宅
                                                                            ",52654
3室1厅,中楼层/共16层,88.21平米,平层/精装,399,北街家园五区,昌平,房屋朝向,配备电梯,"2023年11月25日
                                                                            ","普通住宅
                                                                            ",45233
2室1厅,中楼层/共6层,81.24平米,平层/精装,355,龙华园,昌平,房屋朝向,,"2023年11月23日
                                                                            ","普通住宅
                                                                            ",43698
2室2厅,中楼层/共7层,97.21平米,平层/简装,408,清水园二期,昌平,房屋朝向,,"2023年11月23日
                                                                            ","普通住宅
                                                                            ",41971
2室1厅,中楼层/共22层,90.89平米,平层/精装,359,金隅万科城一期,昌平,房屋朝向,配备电梯,"2023年11月28日
                                                                            ","普通住宅
                                                                            ",39499
2室1厅,底层/共6层,89.69平米,平层/精装,340,望都新地,昌平,房屋朝向,,"2023年11月25日
                                                                            ","普通住宅
                                                                            ",37909
2室1厅,中楼层/共6层,109.43平米,平层/简装,353,名佳花园三区,昌平,房屋朝向,,"2023年11月23日
                                                                            ","普通住宅
                                                                            ",32259
3室1厅,高楼层/共20层,92.47平米,平层/精装,678,首开国风美唐二期,昌平,房屋朝向,配备电梯,"2023年11月22日
                                                                            ","普通住宅
                                                                            ",73322
3室1厅,低楼层/共6层,124.46平米,平层/简装,500,龙锦苑东二区,昌平,房屋朝向,,"2023年11月28日
                                                                            ","普通住宅
                                                                            ",40174
1室1厅,中楼层/共6层,69.18平米,平层/简装,173,郝庄家园,昌平,房屋朝向,,"2023年11月22日
                                                                            ","普通住宅
                                                                            ",25008
3室1厅,中楼层/共7层,120.52平米,平层/精装,479,天通苑东三区,昌平,房屋朝向,,"2023年11月28日
                                                                            ","普通住宅
                                                                            ",39745
3室2厅,中楼层/共28层,116.41平米,平层/精装,890,金域华府二期,昌平,房屋朝向,配备电梯,"2023年11月29日
                                                                            ","普通住宅
                                                                            ",76454
2室1厅,中楼层/共5层,53.29平米,平层/精装,185,西环里,昌平,房屋朝向,,"2023年11月20日
                                                                            ","普通住宅
                                                                            ",34716
