户型,楼层,面积,装修情况,价格,小区,区域,房屋朝向,配置电梯,挂牌时间,房屋用途,单价
2室1厅,中楼层/共13层,71.6平米,平层/精装,921.0,马甸南村,西城,房屋朝向,配备电梯,"2022年10月20日
                                                                            ","普通住宅
                                                                            ",128632
1室1厅,高楼层/共12层,50.29平米,平层/简装,750.0,庄胜二期,西城,房屋朝向,配备电梯,"2022年11月18日
                                                                            ","普通住宅
                                                                            ",149136
1室1厅,高楼层/共6层,47.18平米,平层/简装,558.0,厂甸11号院,西城,房屋朝向,,"2022年10月10日
                                                                            ","普通住宅
                                                                            ",118271
4室2厅,低楼层/共15层,377.27平米,平层/其他,5300.0,复地西绒线26号,西城,房屋朝向,配备电梯,"2022年09月20日
                                                                            ","普通住宅
                                                                            ",140483
4室1厅,顶层/共6层,105平米,平层/简装,1380.0,六铺炕一区,西城,房屋朝向,,"2022年09月23日
                                                                            ","普通住宅
                                                                            ",131429
1室1厅,顶层/共6层,51.66平米,平层/简装,629.0,西绒线,西城,房屋朝向,,"2022年09月14日
                                                                            ","普通住宅
                                                                            ",121758
3室1厅,顶层/共6层,73.05平米,平层/简装,695.0,红莲中里,西城,房屋朝向,,"2022年10月11日
                                                                            ","普通住宅
                                                                            ",95141
2室1厅,中楼层/共13层,115.79平米,平层/精装,1630.0,一瓶,西城,房屋朝向,配备电梯,"2022年08月24日
                                                                            ","普通住宅
                                                                            ",140773
2室1厅,高楼层/共6层,61.6平米,平层/简装,730.0,槐柏树街南里,西城,房屋朝向,,"2022年07月24日
                                                                            ","普通住宅
                                                                            ",118507
2室1厅,高楼层/共12层,76.4平米,平层/简装,650.0,广南小区,西城,房屋朝向,配备电梯,"2022年07月09日
                                                                            ","普通住宅
                                                                            ",85079
3室1厅,中楼层/共7层,116.89平米,平层/精装,960.0,鸭子桥路,西城,房屋朝向,,"2022年05月14日
                                                                            ","普通住宅
                                                                            ",82129
1室1厅,顶层/共6层,47.25平米,暂无数据/简装,530.0,建功北里,西城,房屋朝向,,"2022年05月12日
                                                                            ","普通住宅
                                                                            ",112170
2室1厅,顶层/共6层,57.4平米,平层/精装,574.0,手帕口北街,西城,房屋朝向,,"2022年03月09日
                                                                            ","普通住宅
                                                                            ",100000
3室1厅,顶层/共6层,75.4平米,平层/精装,1050.0,小市口胡同3号院,西城,房屋朝向,,"2021年11月16日
                                                                            ","普通住宅
                                                                            ",139258
2室1厅,顶层/共5层,51.1平米,平层/简装,919.0,五路通北街3号院,西城,房屋朝向,,"2021年11月12日
                                                                            ","普通住宅
                                                                            ",179844
1室1厅,低楼层/共20层,45平米,平层/简装,760.0,裕中西里,西城,房屋朝向,配备电梯,"2021年09月19日
                                                                            ","普通住宅
                                                                            ",168889
1室1厅,中楼层/共6层,51.01平米,平层/简装,879.0,教场口6号院,西城,房屋朝向,,"2021年08月26日
                                                                            ","普通住宅
                                                                            ",172320
3室1厅,中楼层/共18层,66.3平米,平层/其他,938.0,双旗杆东里,西城,房屋朝向,配备电梯,"2021年09月12日
                                                                            ","普通住宅
                                                                            ",141479
1室0厅,低楼层/共12层,44.03平米,平层/精装,725.0,庄胜二期,西城,房屋朝向,配备电梯,"2022年08月04日
                                                                            ","普通住宅
                                                                            ",164661
3室1厅,中楼层/共12层,69平米,平层/简装,950.0,北三环中路12号院,西城,房屋朝向,配备电梯,"2021年07月04日
                                                                            ","普通住宅
                                                                            ",137682
2室1厅,低楼层/共6层,58.5平米,平层/精装,755.0,北营房西里,西城,房屋朝向,,"2023年12月30日
                                                                            ","普通住宅
                                                                            ",129060
2室1厅,顶层/共6层,54.02平米,平层/简装,477.0,小红庙,西城,房屋朝向,,"2023年12月29日
                                                                            ","普通住宅
                                                                            ",88301
2室1厅,顶层/共6层,80.31平米,平层/精装,655.0,天宁寺前街北里,西城,房屋朝向,,"2023年12月29日
                                                                            ","普通住宅
                                                                            ",81559
1室1厅,中楼层/共6层,41.69平米,平层/简装,428.0,广安门外大街,西城,房屋朝向,,"2023年12月29日
                                                                            ","普通住宅
                                                                            ",102663
2室1厅,低楼层/共14层,55.55平米,平层/精装,570.0,西便门东里,西城,房屋朝向,配备电梯,"2023年12月31日
                                                                            ","普通住宅
                                                                            ",102611
3室1厅,中楼层/共21层,77.5平米,平层/简装,980.0,复兴门北大街,西城,房屋朝向,配备电梯,"2023年12月29日
                                                                            ","普通住宅
                                                                            ",126452
2室1厅,高楼层/共9层,64.93平米,平层/精装,739.0,平原里小区,西城,房屋朝向,配备电梯,"2023年12月27日
                                                                            ","普通住宅
                                                                            ",113815
2室1厅,底层/共4层,65.18平米,平层/简装,528.0,华仁路31号院,西城,房屋朝向,,"2023年12月25日
                                                                            ","普通住宅
                                                                            ",81007
2室1厅,顶层/共6层,60平米,平层/精装,570.0,马相西巷,西城,房屋朝向,,"2023年12月24日
                                                                            ","普通住宅
                                                                            ",95000
2室0厅,高楼层/共10层,31.9平米,复式/精装,439.0,荣丰2008,西城,房屋朝向,配备电梯,"2023年12月25日
                                                                            ","普通住宅
                                                                            ",137618
3室1厅,顶层/共6层,98.8平米,平层/简装,1185.0,三里河三区,西城,房屋朝向,,"2023年12月23日
                                                                            ","普通住宅
                                                                            ",119940
1室1厅,中楼层/共27层,57.17平米,平层/简装,709.0,朗琴园,西城,房屋朝向,配备电梯,"2023年12月22日
                                                                            ","普通住宅
                                                                            ",124017
3室2厅,中楼层/共11层,178.99平米,平层/精装,1580.0,国英大厦,西城,房屋朝向,配备电梯,"2023年12月29日
                                                                            ","普通住宅
                                                                            ",88274
3室1厅,底层/共18层,106.3平米,平层/简装,1180.0,国电中兴家园,西城,房屋朝向,配备电梯,"2023年12月20日
                                                                            ","普通住宅
                                                                            ",111007
1室1厅,高楼层/共14层,110.84平米,平层/其他,775.0,国英一号,西城,房屋朝向,配备电梯,"2023年12月21日
                                                                            ","普通住宅
                                                                            ",69921
1室1厅,高楼层/共14层,109.3平米,平层/简装,765.0,国英一号,西城,房屋朝向,配备电梯,"2023年12月21日
                                                                            ","普通住宅
                                                                            ",69991
1室1厅,高楼层/共14层,109.57平米,平层/简装,759.0,国英一号,西城,房屋朝向,配备电梯,"2023年12月21日
                                                                            ","普通住宅
                                                                            ",69271
1室1厅,高楼层/共14层,106.67平米,平层/其他,746.0,国英一号,西城,房屋朝向,配备电梯,"2023年12月21日
                                                                            ","普通住宅
                                                                            ",69936
2室1厅,中楼层/共6层,76.2平米,平层/简装,900.0,新风南里,西城,房屋朝向,,"2023年12月18日
                                                                            ","普通住宅
                                                                            ",118111
3室1厅,高楼层/共24层,105.81平米,平层/简装,940.0,乐城,西城,房屋朝向,配备电梯,"2023年12月18日
                                                                            ","普通住宅
                                                                            ",88839
2室1厅,高楼层/共6层,61.32平米,平层/简装,618.0,新安北里,西城,房屋朝向,,"2023年12月18日
                                                                            ","普通住宅
                                                                            ",100783
1室1厅,高楼层/共19层,50.1平米,平层/简装,757.0,民康胡同30号院,西城,房屋朝向,配备电梯,"2023年12月17日
                                                                            ","普通住宅
                                                                            ",151098
2室1厅,高楼层/共16层,85.89平米,平层/精装,798.0,建功北里,西城,房屋朝向,配备电梯,"2023年12月17日
                                                                            ","普通住宅
                                                                            ",92910
2室1厅,低楼层/共6层,72.84平米,平层/精装,850.0,新街口西里三区,西城,房屋朝向,,"2023年12月17日
                                                                            ","普通住宅
                                                                            ",116695
3室1厅,低楼层/共10层,79.7平米,平层/精装,1075.0,冠英园小区,西城,房屋朝向,配备电梯,"2023年12月24日
                                                                            ","普通住宅
                                                                            ",134881
4室1厅,顶层/共4层,117.2平米,平层/精装,1310.0,月坛北小街7号院,西城,房屋朝向,,"2023年12月16日
                                                                            ","普通住宅
                                                                            ",111775
1室1厅,低楼层/共28层,55.46平米,平层/精装,480.0,西豪逸景,西城,房屋朝向,配备电梯,"2023年12月16日
                                                                            ","普通住宅
                                                                            ",86549
3室1厅,低楼层/共20层,89.3平米,平层/精装,1190.0,裕中西里,西城,房屋朝向,配备电梯,"2023年12月15日
                                                                            ","普通住宅
                                                                            ",133259
3室1厅,低楼层/共21层,85.85平米,平层/精装,1020.0,教场口9号院,西城,房屋朝向,配备电梯,"2023年12月14日
                                                                            ","普通住宅
                                                                            ",118812
3室2厅,低楼层/共14层,168.5平米,平层/简装,1480.0,荣丰2008,西城,房屋朝向,配备电梯,"2023年12月24日
                                                                            ","普通住宅
                                                                            ",87834
1室1厅,顶层/共6层,42.3平米,平层/简装,615.0,南礼士路三条北里,西城,房屋朝向,,"2023年12月17日
                                                                            ","普通住宅
                                                                            ",145391
2室1厅,高楼层/共6层,61.18平米,平层/简装,538.0,新安北里,西城,房屋朝向,,"2023年12月14日
                                                                            ","普通住宅
                                                                            ",87938
3室1厅,低楼层/共6层,68.62平米,平层/简装,580.0,小红庙,西城,房屋朝向,,"2023年12月14日
                                                                            ","普通住宅
                                                                            ",84524
2室1厅,低楼层/共12层,32.71平米,复式/简装,460.0,荣丰2008,西城,房屋朝向,配备电梯,"2023年12月12日
                                                                            ","普通住宅
                                                                            ",140630
2室1厅,低楼层/共6层,58平米,平层/精装,750.0,什坊街,西城,房屋朝向,,"2023年12月12日
                                                                            ","普通住宅
                                                                            ",129311
1室1厅,低楼层/共12层,35.1平米,复式/精装,469.0,荣丰2008,西城,房屋朝向,配备电梯,"2023年12月15日
                                                                            ","普通住宅
                                                                            ",133619
1室0厅,低楼层/共20层,29.2平米,平层/简装,375.0,荣丰2008,西城,房屋朝向,配备电梯,"2023年12月16日
                                                                            ","普通住宅
                                                                            ",128425
2室1厅,高楼层/共6层,56.4平米,平层/简装,736.0,安德路,西城,房屋朝向,,"2023年12月10日
                                                                            ","普通住宅
                                                                            ",130497
1室1厅,低楼层/共16层,62.71平米,平层/精装,625.0,常青藤嘉园,西城,房屋朝向,配备电梯,"2023年12月09日
                                                                            ","普通住宅
                                                                            ",99666
3室2厅,低楼层/共9层,89.6平米,平层/精装,1350.0,葱店胡同2号院,西城,房屋朝向,配备电梯,"2023年12月11日
                                                                            ","普通住宅
                                                                            ",150670
1室1厅,中楼层/共26层,61.85平米,平层/精装,720.0,玺源台,西城,房屋朝向,配备电梯,"2023年12月07日
                                                                            ","普通住宅
                                                                            ",116411
1室0厅,高楼层/共25层,46.1平米,平层/精装,502.0,北欧印象,西城,房屋朝向,配备电梯,"2023年12月07日
                                                                            ","普通住宅
                                                                            ",108894
1室1厅,低楼层/共18层,50.53平米,平层/简装,439.0,车站西街17号院,西城,房屋朝向,配备电梯,"2023年12月06日
                                                                            ","普通住宅
                                                                            ",86880
3室2厅,顶层/共22层,148.02平米,平层/简装,1299,红莲晴园,西城,房屋朝向,配备电梯,"2023年12月11日
                                                                            ","普通住宅
                                                                            ",87759
