户型,楼层,面积,装修情况,价格,小区,区域,房屋朝向,配置电梯,挂牌时间,房屋用途,单价
3室1厅,顶层/共28层,90.71平米,平层/精装,348.0,通瑞嘉苑西区,通州,房屋朝向,配备电梯,"2023年12月17日
                                                                            ","普通住宅
                                                                            ",38365
2室1厅,高楼层/共25层,98.96平米,平层/精装,440.0,华业东方玫瑰D区,通州,房屋朝向,配备电梯,"2023年12月10日
                                                                            ","普通住宅
                                                                            ",44463
1室1厅,低楼层/共27层,63.83平米,平层/精装,278.0,华业东方玫瑰A区,通州,房屋朝向,配备电梯,"2023年12月10日
                                                                            ","普通住宅
                                                                            ",43554
3室1厅,高楼层/共18层,99.39平米,平层/精装,546.0,合生滨江帝景二期,通州,房屋朝向,配备电梯,"2023年12月10日
                                                                            ","普通住宅
                                                                            ",54936
2室1厅,中楼层/共16层,75.76平米,平层/其他,270.0,首开国风美仑,通州,房屋朝向,配备电梯,"2023年12月13日
                                                                            ","普通住宅
                                                                            ",35639
2室1厅,顶层/共20层,88.47平米,平层/精装,315.0,富力尚悦居A区,通州,房屋朝向,配备电梯,"2023年12月10日
                                                                            ","普通住宅
                                                                            ",35606
3室1厅,中楼层/共8层,88.5平米,平层/精装,518.0,珠江东都国际,通州,房屋朝向,配备电梯,"2023年12月09日
                                                                            ","普通住宅
                                                                            ",58532
2室1厅,低楼层/共28层,74.34平米,平层/精装,285.0,通瑞嘉苑西区,通州,房屋朝向,配备电梯,"2023年12月13日
                                                                            ","普通住宅
                                                                            ",38338
2室1厅,中楼层/共16层,93.18平米,平层/简装,399.0,DBC加州小镇C区,通州,房屋朝向,配备电梯,"2023年12月10日
                                                                            ","普通住宅
                                                                            ",42821
1室1厅,高楼层/共27层,58.01平米,平层/简装,215.0,华远铭悦园,通州,房屋朝向,配备电梯,"2023年12月07日
                                                                            ","普通住宅
                                                                            ",37063
2室1厅,中楼层/共6层,84.9平米,平层/精装,389.0,翠屏北里东区,通州,房屋朝向,,"2023年12月09日
                                                                            ","普通住宅
                                                                            ",45819
2室1厅,底层/共22层,88.38平米,平层/精装,235.0,大方居,通州,房屋朝向,配备电梯,"2023年12月08日
                                                                            ","普通住宅
                                                                            ",26590
2室1厅,顶层/共6层,63.51平米,平层/简装,175.0,玉桥中路2号院,通州,房屋朝向,,"2023年12月06日
                                                                            ","普通住宅
                                                                            ",27555
1室1厅,中楼层/共15层,52.9平米,平层/其他,159.0,富力尚悦居B区,通州,房屋朝向,配备电梯,"2023年12月07日
                                                                            ","普通住宅
                                                                            ",30057
1室1厅,低楼层/共24层,72.45平米,平层/简装,279.0,通典铭居,通州,房屋朝向,配备电梯,"2023年12月07日
                                                                            ","普通住宅
                                                                            ",38510
3室1厅,高楼层/共21层,91.56平米,平层/简装,360.0,富力惠兰美居,通州,房屋朝向,配备电梯,"2023年12月08日
                                                                            ","普通住宅
                                                                            ",39319
2室2厅,中楼层/共6层,87.42平米,平层/简装,275.0,西马庄园,通州,房屋朝向,,"2023年12月06日
                                                                            ","普通住宅
                                                                            ",31458
2室1厅,高楼层/共28层,86.93平米,平层/毛坯,320.0,东惠家园4号院,通州,房屋朝向,,"2023年12月06日
                                                                            ","普通住宅
                                                                            ",36812
2室1厅,中楼层/共6层,81.64平米,平层/精装,320.0,杨庄22号院,通州,房屋朝向,,"2023年12月06日
                                                                            ","普通住宅
                                                                            ",39197
3室1厅,中楼层/共7层,78.4平米,平层/简装,238.0,西上园老三区,通州,房屋朝向,,"2023年12月05日
                                                                            ","普通住宅
                                                                            ",30358
2室1厅,顶层/共6层,82.51平米,平层/精装,239.0,梨园东里,通州,房屋朝向,,"2023年12月04日
                                                                            ","普通住宅
                                                                            ",28967
3室2厅,高楼层/共27层,130.77平米,平层/精装,815.0,K2玉蘭湾,通州,房屋朝向,配备电梯,"2023年12月05日
                                                                            ","普通住宅
                                                                            ",62324
2室1厅,高楼层/共18层,89.31平米,平层/精装,456.0,合生滨江帝景一期,通州,房屋朝向,配备电梯,"2023年12月08日
                                                                            ","普通住宅
                                                                            ",51059
2室2厅,中楼层/共6层,98.46平米,平层/精装,400.0,蓝调沙龙西区,通州,房屋朝向,,"2023年12月03日
                                                                            ","普通住宅
                                                                            ",40626
3室1厅,顶层/共15层,113.3平米,平层/简装,425.0,金隅七零九零,通州,房屋朝向,配备电梯,"2023年12月02日
                                                                            ","普通住宅
                                                                            ",37512
2室1厅,高楼层/共35层,81.36平米,平层/精装,469.0,京贸国际城,通州,房屋朝向,配备电梯,"2023年12月04日
                                                                            ","普通住宅
                                                                            ",57646
2室1厅,低楼层/共11层,90.38平米,平层/精装,382.0,DBC加州小镇C区,通州,房屋朝向,配备电梯,"2023年12月04日
                                                                            ","普通住宅
                                                                            ",42266
1室1厅,低楼层/共28层,56.12平米,平层/简装,205.0,怡然世家,通州,房屋朝向,配备电梯,"2023年12月01日
                                                                            ","普通住宅
                                                                            ",36529
2室1厅,中楼层/共7层,96.33平米,平层/简装,459.0,香林郡,通州,房屋朝向,,"2023年12月28日
                                                                            ","普通住宅
                                                                            ",47649
2室1厅,低楼层/共6层,52.6平米,平层/简装,183.0,北苑南路34号院,通州,房屋朝向,,"2023年11月30日
                                                                            ","普通住宅
                                                                            ",34791
2室1厅,顶层/共6层,69.39平米,平层/精装,207.0,玉桥东路36号院,通州,房屋朝向,,"2023年11月30日
                                                                            ","普通住宅
                                                                            ",29832
3室1厅,高楼层/共27层,112.13平米,平层/精装,520.0,合生滨江帝景一期,通州,房屋朝向,配备电梯,"2023年11月30日
                                                                            ","普通住宅
                                                                            ",46375
2室1厅,中楼层/共14层,90.84平米,平层/简装,266.0,珠江逸景,通州,房屋朝向,配备电梯,"2023年11月30日
                                                                            ","普通住宅
                                                                            ",29283
2室1厅,底层/共19层,81.31平米,平层/简装,232.0,东亚瑞晶苑,通州,房屋朝向,配备电梯,"2023年12月02日
                                                                            ","普通住宅
                                                                            ",28533
2室1厅,底层/共15层,71.46平米,平层/精装,258.0,金隅七零九零,通州,房屋朝向,配备电梯,"2023年12月01日
                                                                            ","普通住宅
                                                                            ",36105
2室2厅,顶层/共9层,101.84平米,平层/精装,389.0,珠江拉维小镇,通州,房屋朝向,配备电梯,"2023年12月02日
                                                                            ","普通住宅
                                                                            ",38198
3室1厅,中楼层/共17层,87.98平米,平层/精装,320.0,通瑞嘉苑西区,通州,房屋朝向,配备电梯,"2023年11月27日
                                                                            ","普通住宅
                                                                            ",36372
3室2厅,中楼层/共18层,141.26平米,平层/精装,925.0,万方家园,通州,房屋朝向,配备电梯,"2023年12月02日
                                                                            ","普通住宅
                                                                            ",65483
3室2厅,中楼层/共8层,94.03平米,平层/精装,315.0,首开香溪郡,通州,房屋朝向,配备电梯,"2023年12月08日
                                                                            ","普通住宅
                                                                            ",33500
2室1厅,高楼层/共10层,93.4平米,平层/简装,353.0,珠江拉维小镇,通州,房屋朝向,配备电梯,"2023年12月02日
                                                                            ","普通住宅
                                                                            ",37795
2室1厅,高楼层/共6层,56.91平米,平层/简装,186.0,玉桥北里,通州,房屋朝向,,"2023年11月26日
                                                                            ","普通住宅
                                                                            ",32684
1室1厅,低楼层/共11层,49.01平米,平层/精装,195.0,玉桥东里,通州,房屋朝向,配备电梯,"2023年12月05日
                                                                            ","普通住宅
                                                                            ",39788
1室1厅,中楼层/共24层,50.75平米,平层/其他,330.0,金融街武夷融御,通州,房屋朝向,配备电梯,"2023年11月26日
                                                                            ","普通住宅
                                                                            ",65025
1室1厅,中楼层/共11层,58.6平米,平层/精装,206.0,巴克摩界,通州,房屋朝向,配备电梯,"2023年11月26日
                                                                            ","普通住宅
                                                                            ",35154
2室1厅,高楼层/共27层,89.08平米,平层/精装,443.0,华业东方玫瑰C区,通州,房屋朝向,配备电梯,"2023年11月25日
                                                                            ","普通住宅
                                                                            ",49731
1室1厅,低楼层/共21层,67.42平米,平层/简装,280.0,时尚街区东区,通州,房屋朝向,配备电梯,"2023年11月25日
                                                                            ","普通住宅
                                                                            ",41531
2室1厅,高楼层/共15层,94.01平米,平层/简装,378.0,新城阳光,通州,房屋朝向,配备电梯,"2023年11月24日
                                                                            ","普通住宅
                                                                            ",40209
1室1厅,中楼层/共21层,51.51平米,平层/简装,195.0,新通国际花园,通州,房屋朝向,配备电梯,"2023年11月24日
                                                                            ","普通住宅
                                                                            ",37857
3室2厅,中楼层/共15层,126.17平米,平层/简装,598.0,瑞都公园世家南区,通州,房屋朝向,配备电梯,"2023年11月24日
                                                                            ","普通住宅
                                                                            ",47397
2室1厅,低楼层/共9层,120.77平米,错层/精装,439.0,珠江国际城八区,通州,房屋朝向,配备电梯,"2023年11月25日
                                                                            ","普通住宅
                                                                            ",36351
2室1厅,底层/共6层,76.26平米,平层/毛坯,295.0,潞河中学北街,通州,房屋朝向,,"2023年11月30日
                                                                            ","普通住宅
                                                                            ",38684
2室1厅,中楼层/共6层,92.29平米,平层/精装,359.0,旗舰凯旋二三期,通州,房屋朝向,,"2023年11月25日
                                                                            ","普通住宅
                                                                            ",38900
3室1厅,高楼层/共10层,98.96平米,平层/其他,380.0,融科钧廷,通州,房屋朝向,配备电梯,"2023年11月24日
                                                                            ","普通住宅
                                                                            ",38400
3室1厅,低楼层/共28层,90.71平米,平层/精装,340.0,通瑞嘉苑西区,通州,房屋朝向,配备电梯,"2023年11月23日
                                                                            ","普通住宅
                                                                            ",37483
2室1厅,底层/共7层,82.52平米,平层/简装,325.0,时尚街区西区,通州,房屋朝向,,"2023年11月23日
                                                                            ","普通住宅
                                                                            ",39385
2室1厅,低楼层/共6层,98.3平米,平层/精装,480.0,当代名筑,通州,房屋朝向,,"2023年11月24日
                                                                            ","普通住宅
                                                                            ",48831
2室1厅,中楼层/共14层,93.83平米,平层/精装,278.0,合生世界村,通州,房屋朝向,配备电梯,"2023年11月25日
                                                                            ","普通住宅
                                                                            ",29629
3室2厅,高楼层/共12层,137.09平米,平层/精装,630.0,世纪星城,通州,房屋朝向,配备电梯,"2023年12月17日
                                                                            ","普通住宅
                                                                            ",45956
2室1厅,底层/共6层,68.64平米,平层/简装,215.0,西潞苑小区,通州,房屋朝向,,"2023年11月22日
                                                                            ","普通住宅
                                                                            ",31323
1室1厅,中楼层/共24层,51.81平米,平层/精装,198.0,玉桥东里,通州,房屋朝向,配备电梯,"2023年11月23日
                                                                            ","普通住宅
                                                                            ",38217
4室2厅,中楼层/共10层,123.56平米,平层/精装,559.0,亦庄橡树湾,通州,房屋朝向,配备电梯,"2023年11月23日
                                                                            ","普通住宅
                                                                            ",45242
2室1厅,高楼层/共6层,78.79平米,平层/简装,265.0,云景西里南区,通州,房屋朝向,,"2023年11月22日
                                                                            ","普通住宅
                                                                            ",33634
2室1厅,中楼层/共32层,91.56平米,平层/简装,478.0,京贸国际城,通州,房屋朝向,配备电梯,"2023年11月23日
                                                                            ","普通住宅
                                                                            ",52207
1室0厅,高楼层/共24层,58.25平米,平层/简装,185.0,京贸中心,通州,房屋朝向,配备电梯,"2023年11月24日
                                                                            ","普通住宅
                                                                            ",31760
2室1厅,中楼层/共28层,73.45平米,平层/简装,245.0,通瑞嘉苑西区,通州,房屋朝向,配备电梯,"2023年11月23日
                                                                            ","普通住宅
                                                                            ",33357
2室1厅,中楼层/共22层,89.17平米,平层/精装,466.0,京贸国际城,通州,房屋朝向,配备电梯,"2023年11月22日
                                                                            ","普通住宅
                                                                            ",52260
3室2厅,低楼层/共6层,127.05平米,错层/精装,495.0,DBC加州小镇,通州,房屋朝向,,"2023年12月22日
                                                                            ","普通住宅
                                                                            ",38962
1室1厅,高楼层/共19层,65.3平米,平层/简装,252.0,时尚街区东区,通州,房屋朝向,配备电梯,"2023年11月24日
                                                                            ","普通住宅
                                                                            ",38592
2室2厅,中楼层/共18层,99.14平米,平层/精装,445.0,世纪星城三期,通州,房屋朝向,配备电梯,"2023年11月20日
                                                                            ","普通住宅
                                                                            ",44887
3室1厅,中楼层/共6层,110.92平米,平层/精装,435.0,阿尔法社区三期,通州,房屋朝向,,"2023年11月20日
                                                                            ","普通住宅
                                                                            ",39218
2室1厅,中楼层/共35层,91.44平米,平层/精装,569.0,京贸国际城,通州,房屋朝向,配备电梯,"2023年11月26日
                                                                            ","普通住宅
                                                                            ",62227
2室2厅,中楼层/共31层,102.25平米,平层/简装,429.0,世纪星城三期,通州,房屋朝向,配备电梯,"2023年11月23日
                                                                            ","普通住宅
                                                                            ",41956
2室1厅,高楼层/共10层,78.01平米,平层/精装,239.0,珠江丽景家园,通州,房屋朝向,配备电梯,"2023年11月20日
                                                                            ","普通住宅
                                                                            ",30638
3室1厅,高楼层/共26层,130.68平米,平层/精装,469.0,财富东方,通州,房屋朝向,配备电梯,"2023年11月20日
                                                                            ","普通住宅
                                                                            ",35890
3室1厅,中楼层/共27层,135.26平米,平层/精装,700.0,华业东方玫瑰D区,通州,房屋朝向,配备电梯,"2023年11月25日
                                                                            ","普通住宅
                                                                            ",51753
2室1厅,中楼层/共16层,72.92平米,平层/简装,330.0,北人家园,通州,房屋朝向,配备电梯,"2023年11月19日
                                                                            ","普通住宅
                                                                            ",45256
2室1厅,顶层/共28层,76.81平米,平层/精装,289.0,通瑞嘉苑西区,通州,房屋朝向,配备电梯,"2023年11月18日
                                                                            ","普通住宅
                                                                            ",37626
2室2厅,低楼层/共27层,92.17平米,平层/精装,420.0,华业东方玫瑰A区,通州,房屋朝向,配备电梯,"2023年11月19日
                                                                            ","普通住宅
                                                                            ",45568
3室1厅,低楼层/共6层,62.74平米,平层/简装,229.0,西营前街,通州,房屋朝向,,"2023年11月20日
                                                                            ","普通住宅
                                                                            ",36500
2室1厅,高楼层/共35层,80.97平米,平层/精装,473.0,京贸国际城,通州,房屋朝向,配备电梯,"2023年11月19日
                                                                            ","普通住宅
                                                                            ",58417
2室2厅,中楼层/共10层,91.85平米,平层/简装,468.0,世纪星城,通州,房屋朝向,配备电梯,"2023年11月18日
                                                                            ","普通住宅
                                                                            ",50953
2室1厅,低楼层/共6层,68.44平米,平层/精装,236.0,云景西里南区,通州,房屋朝向,,"2023年11月20日
                                                                            ","普通住宅
                                                                            ",34483
2室1厅,高楼层/共28层,76.48平米,平层/精装,280.0,华远铭悦园,通州,房屋朝向,配备电梯,"2023年11月17日
                                                                            ","普通住宅
                                                                            ",36611
1室1厅,低楼层/共22层,54.01平米,平层/精装,189.0,长城国际,通州,房屋朝向,配备电梯,"2023年11月18日
                                                                            ","普通住宅
                                                                            ",34994
3室2厅,高楼层/共20层,87.5平米,平层/精装,688.0,百合湾东区,通州,房屋朝向,配备电梯,"2023年11月18日
                                                                            ","普通住宅
                                                                            ",78629
2室1厅,底层/共6层,61.67平米,平层/简装,309.0,帅府园,通州,房屋朝向,,"2023年11月17日
                                                                            ","普通住宅
                                                                            ",50106
2室1厅,高楼层/共17层,70.69平米,平层/精装,285.0,通瑞嘉苑西区,通州,房屋朝向,配备电梯,"2023年11月17日
                                                                            ","普通住宅
                                                                            ",40317
1室1厅,高楼层/共31层,79.02平米,平层/精装,338.0,北京ONE,通州,房屋朝向,配备电梯,"2023年11月20日
                                                                            ","普通住宅
                                                                            ",42774
2室1厅,低楼层/共27层,86.59平米,平层/精装,429.0,K2清水湾,通州,房屋朝向,配备电梯,"2023年11月18日
                                                                            ","普通住宅
                                                                            ",49544
2室1厅,中楼层/共11层,68.82平米,平层/精装,278.0,日光清城,通州,房屋朝向,配备电梯,"2023年11月16日
                                                                            ","普通住宅
                                                                            ",40396
