户型,楼层,面积,装修情况,价格,小区,区域,房屋朝向,配置电梯,挂牌时间,房屋用途,单价
2室2厅,顶层/共4层,84.58平米,平层/其他,95,龙聚山庄,延庆,房屋朝向,,"2023年07月11日
                                                                            ","普通住宅
                                                                            ",11232
2室1厅,底层/共1层,82.11平米,平层/精装,99,龙聚山庄,延庆,房屋朝向,,"2023年07月11日
                                                                            ","普通住宅
                                                                            ",12057
3室1厅,中楼层/共8层,92.21平米,平层/其他,155,城建万科城,延庆,房屋朝向,配备电梯,"2023年07月27日
                                                                            ","普通住宅
                                                                            ",16810
1室2厅,顶层/共9层,70.22平米,平层/其他,160,城建万科城,延庆,房屋朝向,配备电梯,"2023年07月31日
                                                                            ","普通住宅
                                                                            ",22786
2室1厅,低楼层/共9层,74.58平米,平层/其他,160,城建万科城,延庆,房屋朝向,配备电梯,"2023年12月29日
                                                                            ","普通住宅
                                                                            ",21454
2室1厅,中楼层/共9层,75.35平米,平层/其他,130,城建万科城,延庆,房屋朝向,配备电梯,"2023年06月18日
                                                                            ","普通住宅
                                                                            ",17253
3室1厅,中楼层/共6层,96平米,平层/简装,110,龙庆望都佳园,延庆,房屋朝向,配备电梯,"2023年07月31日
                                                                            ","普通住宅
                                                                            ",11459
2室1厅,中楼层/共4层,82.11平米,平层/简装,80,龙聚山庄,延庆,房屋朝向,配备电梯,"2023年06月08日
                                                                            ","普通住宅
                                                                            ",9744
3室2厅,高楼层/共9层,89.99平米,平层/其他,198,城建万科城,延庆,房屋朝向,配备电梯,"2023年05月30日
                                                                            ","普通住宅
                                                                            ",22003
2室1厅,中楼层/共9层,75平米,平层/其他,155,城建万科城,延庆,房屋朝向,配备电梯,"2023年12月20日
                                                                            ","普通住宅
                                                                            ",20667
2室1厅,低楼层/共9层,74.72平米,平层/精装,140,城建万科城,延庆,房屋朝向,配备电梯,"2023年05月18日
                                                                            ","普通住宅
                                                                            ",18737
2室1厅,低楼层/共9层,74.58平米,平层/其他,119,城建万科城,延庆,房屋朝向,配备电梯,"2023年05月18日
                                                                            ","普通住宅
                                                                            ",15957
3室1厅,高楼层/共9层,92.46平米,平层/其他,195,城建万科城,延庆,房屋朝向,配备电梯,"2023年05月28日
                                                                            ","普通住宅
                                                                            ",21091
2室2厅,底层/共9层,79.1平米,平层/其他,240,城建万科城,延庆,房屋朝向,配备电梯,"2023年05月07日
                                                                            ","普通住宅
                                                                            ",30342
3室2厅,中楼层/共9层,91.91平米,平层/其他,207,城建万科城,延庆,房屋朝向,配备电梯,"2023年05月04日
                                                                            ","普通住宅
                                                                            ",22523
2室2厅,低楼层/共9层,75.08平米,平层/其他,140,城建万科城,延庆,房屋朝向,配备电梯,"2023年05月11日
                                                                            ","普通住宅
                                                                            ",18647
2室1厅,低楼层/共9层,74.72平米,平层/精装,136,城建万科城,延庆,房屋朝向,配备电梯,"2023年04月20日
                                                                            ","普通住宅
                                                                            ",18202
2室2厅,低楼层/共8层,76.95平米,平层/其他,186,城建万科城,延庆,房屋朝向,配备电梯,"2023年05月16日
                                                                            ","普通住宅
                                                                            ",24172
3室2厅,中楼层/共5层,107.15平米,平层/其他,138,八达岭住宅小区,延庆,房屋朝向,,"2023年04月16日
                                                                            ","普通住宅
                                                                            ",12880
2室1厅,中楼层/共9层,75平米,平层/其他,180,城建万科城,延庆,房屋朝向,配备电梯,"2023年04月19日
                                                                            ","普通住宅
                                                                            ",24000
2室1厅,中楼层/共9层,74.72平米,平层/精装,126,城建万科城,延庆,房屋朝向,,"2023年03月04日
                                                                            ","普通住宅
                                                                            ",16863
2室1厅,中楼层/共9层,74.72平米,平层/其他,170,城建万科城,延庆,房屋朝向,配备电梯,"2023年03月24日
                                                                            ","普通住宅
                                                                            ",22752
2室2厅,高楼层/共9层,74.72平米,平层/其他,210,城建万科城,延庆,房屋朝向,配备电梯,"2023年02月23日
                                                                            ","普通住宅
                                                                            ",28105
1室1厅,中楼层/共6层,66.21平米,平层/其他,88,城建万科城,延庆,房屋朝向,,"2023年02月15日
                                                                            ","普通住宅
                                                                            ",13292
3室1厅,顶层/共6层,90.7平米,平层/其他,185,川北小区,延庆,房屋朝向,,"2023年02月13日
                                                                            ","普通住宅
                                                                            ",20397
3室2厅,低楼层/共6层,123平米,平层/其他,315,川北小区,延庆,房屋朝向,,"2023年02月11日
                                                                            ","普通住宅
                                                                            ",25610
2室1厅,中楼层/共4层,82.11平米,平层/其他,95,龙聚山庄,延庆,房屋朝向,,"2023年03月04日
                                                                            ","普通住宅
                                                                            ",11570
2室2厅,中楼层/共8层,77.1平米,平层/其他,125,城建万科城,延庆,房屋朝向,配备电梯,"2023年01月30日
                                                                            ","普通住宅
                                                                            ",16213
3室1厅,低楼层/共9层,89.55平米,平层/其他,187,城建万科城,延庆,房屋朝向,配备电梯,"2023年03月11日
                                                                            ","普通住宅
                                                                            ",20883
3室1厅,顶层/共3层,67.27平米,平层/其他,150,川北小区,延庆,房屋朝向,,"2022年12月05日
                                                                            ","普通住宅
                                                                            ",22299
1室1厅,中楼层/共6层,43.32平米,平层/其他,99,格兰山水2期南区,延庆,房屋朝向,,"2022年11月24日
                                                                            ","普通住宅
                                                                            ",22854
3室1厅,中楼层/共9层,89.63平米,平层/其他,195,城建万科城,延庆,房屋朝向,配备电梯,"2022年11月20日
                                                                            ","普通住宅
                                                                            ",21757
3室1厅,低楼层/共6层,95.79平米,平层/简装,116,龙庆望都佳园,延庆,房屋朝向,,"2022年11月26日
                                                                            ","普通住宅
                                                                            ",12110
3室1厅,中楼层/共6层,95.79平米,平层/精装,120,龙庆望都佳园,延庆,房屋朝向,,"2022年11月24日
                                                                            ","普通住宅
                                                                            ",12528
3室1厅,底层/共4层,79.69平米,平层/其他,110,龙聚山庄,延庆,房屋朝向,,"2022年11月02日
                                                                            ","普通住宅
                                                                            ",13804
2室1厅,顶层/共4层,82.11平米,平层/精装,95,龙聚山庄,延庆,房屋朝向,,"2022年10月26日
                                                                            ","普通住宅
                                                                            ",11570
3室1厅,中楼层/共9层,89.99平米,平层/其他,215,城建万科城,延庆,房屋朝向,配备电梯,"2022年10月28日
                                                                            ","普通住宅
                                                                            ",23892
2室1厅,中楼层/共8层,88.59平米,平层/其他,198,上都首府家园,延庆,房屋朝向,配备电梯,"2022年12月08日
                                                                            ","普通住宅
                                                                            ",22351
2室2厅,顶层/共9层,70.64平米,平层/其他,161,城建万科城,延庆,房屋朝向,配备电梯,"2022年11月13日
                                                                            ","普通住宅
                                                                            ",22792
2室1厅,顶层/共9层,70.64平米,平层/其他,230,城建万科城,延庆,房屋朝向,配备电梯,"2022年11月09日
                                                                            ","普通住宅
                                                                            ",32560
3室2厅,中楼层/共5层,107.15平米,平层/精装,125,八达岭住宅小区,延庆,房屋朝向,,"2022年10月01日
                                                                            ","普通住宅
                                                                            ",11666
2室1厅,低楼层/共9层,74.72平米,平层/其他,140,城建万科城,延庆,房屋朝向,配备电梯,"2022年09月21日
                                                                            ","普通住宅
                                                                            ",18737
3室2厅,中楼层/共9层,89.63平米,平层/其他,185,城建万科城,延庆,房屋朝向,,"2022年06月27日
                                                                            ","普通住宅
                                                                            ",20641
2室1厅,底层/共6层,94.61平米,平层/其他,198,新兴小区,延庆,房屋朝向,配备电梯,"2022年07月23日
                                                                            ","普通住宅
                                                                            ",20929
3室1厅,低楼层/共9层,89.31平米,平层/其他,195,城建万科城,延庆,房屋朝向,,"2022年06月04日
                                                                            ","普通住宅
                                                                            ",21835
2室2厅,高楼层/共9层,74.72平米,平层/其他,225,城建万科城,延庆,房屋朝向,,"2022年04月20日
                                                                            ","普通住宅
                                                                            ",30113
7室2厅,底层/共3层,237.52平米,复式/其他,758,八达岭山庄,延庆,房屋朝向,,"2023年12月12日
                                                                            ","普通住宅
                                                                            ",31914
3室1厅,底层/共9层,100.72平米,平层/其他,240,城建万科城,延庆,房屋朝向,,"2023年11月19日
                                                                            ","普通住宅
                                                                            ",23829
3室2厅,底层/共2层,209.39平米,复式/精装,390,清凉盛景,延庆,房屋朝向,,"2023年11月08日
                                                                            ","普通住宅
                                                                            ",18626
4室3厅,底层/共2层,278.38平米,复式/其他,958,清凉盛景,延庆,房屋朝向,,"2023年11月10日
                                                                            ","普通住宅
                                                                            ",34414
4室2厅,底层/共3层,208.03平米,复式/精装,680,清凉盛景,延庆,房屋朝向,,"2023年09月02日
                                                                            ","普通住宅
                                                                            ",32688
3室2厅,底层/共2层,297.95平米,复式/精装,799,清凉盛景,延庆,房屋朝向,,"2023年09月09日
                                                                            ","普通住宅
                                                                            ",26817
3室1厅,底层/共2层,214.62平米,复式/简装,970,清凉盛景,延庆,房屋朝向,,"2023年08月13日
                                                                            ","普通住宅
                                                                            ",45197
3室2厅,底层/共2层,214.62平米,复式/简装,700,清凉盛景,延庆,房屋朝向,,"2023年08月25日
                                                                            ","普通住宅
                                                                            ",32616
4室2厅,底层/共2层,249.3平米,复式/简装,900,清凉盛景,延庆,房屋朝向,,"2023年08月16日
                                                                            ","普通住宅
                                                                            ",36102
5室2厅,底层/共2层,255.9平米,复式/简装,800,清凉盛景,延庆,房屋朝向,,"2023年08月16日
                                                                            ","普通住宅
                                                                            ",31263
8室2厅,底层/共2层,342.47平米,复式/精装,1100,清凉盛景,延庆,房屋朝向,,"2023年08月14日
                                                                            ","普通住宅
                                                                            ",32120
4室2厅,底层/共2层,252.16平米,复式/精装,820,清凉盛景,延庆,房屋朝向,,"2023年08月16日
                                                                            ","普通住宅
                                                                            ",32520
3室2厅,底层/共3层,213.24平米,复式/精装,690,清凉盛景,延庆,房屋朝向,,"2023年08月10日
                                                                            ","普通住宅
                                                                            ",32358
2室1厅,中楼层/共8层,77.1平米,平层/其他,193,城建万科城,延庆,房屋朝向,配备电梯,"2023年08月09日
                                                                            ","普通住宅
                                                                            ",25033
6室3厅,底层/共2层,453.86平米,复式/其他,620,龙聚山庄,延庆,房屋朝向,,"2023年08月28日
                                                                            ","普通住宅
                                                                            ",13661
8室3厅,底层/共2层,398.61平米,复式/其他,780,龙聚山庄,延庆,房屋朝向,,"2023年09月04日
                                                                            ","普通住宅
                                                                            ",19568
6室2厅,底层/共3层,403.51平米,复式/其他,790,龙聚山庄,延庆,房屋朝向,,"2023年09月17日
                                                                            ","普通住宅
                                                                            ",19579
2室2厅,中楼层/共9层,74.72平米,平层/其他,138,城建万科城,延庆,房屋朝向,配备电梯,"2023年07月29日
                                                                            ","普通住宅
                                                                            ",18469
2室1厅,底层/共1层,89.11平米,平层/其他,135,康庄家园,延庆,房屋朝向,,"2023年09月15日
                                                                            ","普通住宅
                                                                            ",15150
4室2厅,高楼层/共6层,164.05平米,复式/其他,198,八达岭住宅小区,延庆,房屋朝向,,"2023年08月24日
                                                                            ","普通住宅
                                                                            ",12070
7室2厅,地下室/共2层,255.07平米,复式/精装,980,清凉盛景,延庆,房屋朝向,,"2023年06月26日
                                                                            ","别墅
                                                                            ",38421
4室3厅,顶层/共2层,371.54平米,复式/简装,780,清凉盛景,延庆,房屋朝向,,"2023年06月26日
                                                                            ","普通住宅
                                                                            ",20994
4室2厅,高楼层/共6层,164.05平米,复式/简装,185,八达岭住宅小区,延庆,房屋朝向,,"2023年06月23日
                                                                            ","普通住宅
                                                                            ",11278
4室2厅,底层/共2层,189.43平米,复式/精装,545,八达岭山庄,延庆,房屋朝向,,"2023年07月06日
                                                                            ","普通住宅
                                                                            ",28771
2室2厅,中楼层/共4层,88.86平米,平层/其他,159,燕水佳园,延庆,房屋朝向,,"2023年06月10日
                                                                            ","普通住宅
                                                                            ",17894
4室2厅,底层/共2层,284.83平米,复式/精装,900,八达岭山庄,延庆,房屋朝向,,"2023年06月02日
                                                                            ","普通住宅
                                                                            ",31598
4室4厅,底层/共2层,217.71平米,复式/精装,697,八达岭山庄,延庆,房屋朝向,,"2023年05月22日
                                                                            ","普通住宅
                                                                            ",32016
6室2厅,底层/共3层,275.8平米,复式/其他,645,龙聚山庄,延庆,房屋朝向,配备电梯,"2023年05月12日
                                                                            ","普通住宅
                                                                            ",23387
4室3厅,底层/共2层,269.93平米,复式/精装,1300,清凉盛景,延庆,房屋朝向,,"2023年05月04日
                                                                            ","普通住宅
                                                                            ",48161
5室3厅,底层/共2层,350.66平米,复式/毛坯,1800,清凉盛景,延庆,房屋朝向,,"2023年04月29日
                                                                            ","普通住宅
                                                                            ",51332
3室2厅,底层/共5层,110.42平米,平层/其他,135,八达岭住宅小区,延庆,房屋朝向,,"2023年09月04日
                                                                            ","普通住宅
                                                                            ",12227
9室2厅,底层/共3层,520.79平米,复式/其他,979,龙聚山庄,延庆,房屋朝向,,"2023年03月24日
                                                                            ","别墅
                                                                            ",18799
2室1厅,顶层/共4层,86.4平米,平层/其他,89,龙聚山庄,延庆,房屋朝向,,"2023年03月31日
                                                                            ","普通住宅
                                                                            ",10301
6室2厅,底层/共3层,320.49平米,复式/精装,580,龙聚山庄,延庆,房屋朝向,,"2023年03月24日
                                                                            ","普通住宅
                                                                            ",18098
6室2厅,底层/共2层,364.33平米,复式/简装,720,龙聚山庄,延庆,房屋朝向,,"2023年03月13日
                                                                            ","别墅
                                                                            ",19763
2室1厅,高楼层/共9层,74.72平米,平层/其他,205,城建万科城,延庆,房屋朝向,配备电梯,"2023年02月17日
                                                                            ","普通住宅
                                                                            ",27436
3室1厅,低楼层/共9层,89.63平米,平层/其他,210,城建万科城,延庆,房屋朝向,配备电梯,"2023年03月09日
                                                                            ","普通住宅
                                                                            ",23430
3室2厅,底层/共5层,162.5平米,复式/精装,730,悦泽苑,延庆,房屋朝向,,"2023年03月24日
                                                                            ","普通住宅
                                                                            ",44924
1室1厅,顶层/共9层,68.07平米,平层/其他,120,城建万科城,延庆,房屋朝向,配备电梯,"2022年12月24日
                                                                            ","普通住宅
                                                                            ",17629
3室1厅,高楼层/共9层,89.55平米,平层/其他,198,城建万科城,延庆,房屋朝向,配备电梯,"2022年11月22日
                                                                            ","普通住宅
                                                                            ",22111
7室1厅,底层/共3层,510.66平米,复式/其他,920,龙聚山庄,延庆,房屋朝向,配备电梯,"2022年09月27日
                                                                            ","普通住宅
                                                                            ",18016
3室1厅,底层/共5层,106.01平米,平层/其他,125,岔道小区,延庆,房屋朝向,,"2022年05月18日
                                                                            ","普通住宅
                                                                            ",11792
3室1厅,底层/共9层,79.49平米,复式/精装,320,城建万科城,延庆,房屋朝向,配备电梯,"2022年04月13日
                                                                            ","普通住宅
                                                                            ",40257
2室2厅,中楼层/共9层,74.72平米,平层/其他,145,城建万科城,延庆,房屋朝向,配备电梯,"2023年12月29日
                                                                            ","普通住宅
                                                                            ",19406
2室1厅,顶层/共9层,70.64平米,暂无数据/其他,120,城建万科城,延庆,房屋朝向,配备电梯,"2023年12月21日
                                                                            ","普通住宅
                                                                            ",16988
2室1厅,低楼层/共9层,75.08平米,暂无数据/其他,160,城建万科城,延庆,房屋朝向,配备电梯,"2023年12月20日
                                                                            ","普通住宅
                                                                            ",21311
2室1厅,中楼层/共6层,57.86平米,暂无数据/精装,90,城建万科城,延庆,房屋朝向,,"2023年12月12日
                                                                            ","普通住宅
                                                                            ",15555
2室2厅,低楼层/共9层,75.35平米,平层/其他,138,城建万科城,延庆,房屋朝向,,"2023年12月13日
                                                                            ","普通住宅
                                                                            ",18315
3室1厅,中楼层/共6层,107.15平米,暂无数据/其他,128,八达岭住宅小区,延庆,房屋朝向,,"2023年12月13日
                                                                            ","普通住宅
                                                                            ",11946
2室1厅,中楼层/共9层,74.72平米,平层/其他,130,城建万科城,延庆,房屋朝向,配备电梯,"2023年12月11日
                                                                            ","普通住宅
                                                                            ",17399
2室1厅,中楼层/共6层,65.63平米,暂无数据/其他,70,龙聚山庄,延庆,房屋朝向,,"2023年12月17日
                                                                            ","普通住宅
                                                                            ",10666
4室1厅,中楼层/共6层,164平米,暂无数据/其他,179,八达岭住宅小区,延庆,房屋朝向,,"2023年12月06日
                                                                            ","普通住宅
                                                                            ",10915
3室1厅,高楼层/共6层,90.04平米,暂无数据/其他,183,悦泽苑,延庆,房屋朝向,,"2023年08月29日
                                                                            ","普通住宅
                                                                            ",20325
3室2厅,低楼层/共6层,102.82平米,平层/简装,110,岔道小区,延庆,房屋朝向,,"2023年05月26日
                                                                            ","普通住宅
                                                                            ",10699
5室2厅,顶层/共7层,187.25平米,暂无数据/其他,230,岔道小区,延庆,房屋朝向,,"2023年03月03日
                                                                            ","普通住宅
                                                                            ",12284
