户型,楼层,面积,装修情况,价格,小区,区域,配置电梯,挂牌时间,房屋用途,单价
1室1厅,低楼层/共6层,48.31,平层/简装,459.0,慧忠里C区,朝阳,无,2023年12月26日,普通住宅,95012
2室1厅,高楼层/共22层,63.78,平层/简装,475.0,西坝河中里,朝阳,配备电梯,2023年12月27日,普通住宅,74475
2室1厅,中楼层/共21层,74.54,平层/精装,355.0,福润四季B区,朝阳,配备电梯,2023年12月27日,普通住宅,47626
2室1厅,高楼层/共6层,50.91,平层/精装,249.0,绿岛苑东区,朝阳,无,2023年12月25日,普通住宅,48910
3室1厅,高楼层/共22层,164.3,平层/精装,1160.0,珠江罗马嘉园东区,朝阳,配备电梯,2023年12月28日,普通住宅,70603
2室1厅,中楼层/共28层,86.15,平层/精装,530.0,晨光家园A区,朝阳,配备电梯,2023年12月25日,普通住宅,61521
2室1厅,高楼层/共6层,61.31,平层/精装,305.0,武圣东里,朝阳,无,2023年12月25日,普通住宅,49748
1室1厅,中楼层/共24层,65.5,平层/精装,319.0,京通苑,朝阳,配备电梯,2023年12月26日,普通住宅,48703
2室1厅,底层/共12层,60.99,平层/简装,416.0,道家园,朝阳,配备电梯,2023年12月27日,普通住宅,68208
1室1厅,高楼层/共28层,56.73,平层/简装,255.0,周家庄中路20号院,朝阳,配备电梯,2023年12月30日,普通住宅,44950
2室1厅,中楼层/共11层,88.47,平层/精装,520.0,保利嘉园三号院,朝阳,配备电梯,2023年12月25日,普通住宅,58777
1室1厅,高楼层/共27层,60.64,平层/精装,370.0,官悦欣园B区,朝阳,配备电梯,2023年12月25日,普通住宅,61016
2室1厅,中楼层/共5层,59.14,平层/精装,399.0,八里庄北里小区,朝阳,无,2023年12月25日,普通住宅,67468
2室1厅,中楼层/共5层,53.27,平层/精装,452.0,安华西里社区,朝阳,无,2023年12月29日,普通住宅,84851
1室1厅,中楼层/共28层,73.23,平层/精装,430.0,北京新天地四期,朝阳,配备电梯,2023年12月24日,普通住宅,58720
2室1厅,高楼层/共6层,59.17,平层/精装,188.0,南平里,朝阳,无,2023年12月24日,普通住宅,31773
2室1厅,低楼层/共24层,96.28,平层/精装,720.0,芍药居北里,朝阳,配备电梯,2023年12月24日,普通住宅,74782
2室1厅,中楼层/共6层,60.8,平层/简装,445.0,安贞西里,朝阳,无,2023年12月25日,普通住宅,73191
3室1厅,中楼层/共25层,126.81,平层/精装,940.0,常楹公元,朝阳,配备电梯,2023年12月24日,普通住宅,74127
2室1厅,中楼层/共8层,85.67,平层/精装,650.0,芍药居北里,朝阳,配备电梯,2023年12月24日,普通住宅,75873
2室1厅,中楼层/共5层,55.59,平层/精装,165.0,机场南路东里,朝阳,无,2023年12月24日,普通住宅,29682
3室2厅,中楼层/共8层,174.56,平层/精装,1296.0,润枫水尚东区,朝阳,配备电梯,2023年12月25日,普通住宅,74244
1室1厅,低楼层/共7层,48.58,平层/精装,365.0,和平街西苑,朝阳,无,2023年12月26日,普通住宅,75134
3室1厅,低楼层/共15层,108.46,平层/简装,649.0,华龙美树,朝阳,配备电梯,2023年12月25日,普通住宅,59838
3室1厅,中楼层/共6层,72.66,平层/简装,650.0,樱花园,朝阳,无,2023年12月24日,普通住宅,89458
2室1厅,中楼层/共22层,76.19,平层/精装,730.0,和平街十三区,朝阳,配备电梯,2023年12月24日,普通住宅,95814
2室1厅,中楼层/共16层,59.51,平层/简装,378.0,劲松九区,朝阳,配备电梯,2023年12月24日,普通住宅,63519
2室1厅,中楼层/共16层,78.66,平层/精装,535.0,国美第一城2号院,朝阳,配备电梯,2023年12月24日,普通住宅,68015
2室1厅,低楼层/共6层,58.08,平层/简装,418.0,花家地南里,朝阳,无,2023年12月25日,普通住宅,71970
3室2厅,中楼层/共27层,127.51,平层/简装,758.0,国美第一城2号院,朝阳,配备电梯,2023年12月23日,普通住宅,59447
2室1厅,底层/共5层,53.32,平层/精装,339.0,劲松一区,朝阳,无,2023年12月28日,普通住宅,63579
2室1厅,中楼层/共7层,99.39,平层/简装,560.0,望京西园一区,朝阳,无,2023年12月23日,普通住宅,56344
2室1厅,中楼层/共20层,88.16,平层/精装,485.0,富力阳光美园,朝阳,配备电梯,2023年12月24日,普通住宅,55014
2室2厅,中楼层/共28层,101.64,平层/简装,539.0,北京新天地二期,朝阳,配备电梯,2023年12月27日,普通住宅,53031
1室1厅,高楼层/共30层,73.22,平层/简装,435.0,望京新城,朝阳,配备电梯,2023年12月23日,普通住宅,59410
2室1厅,高楼层/共22层,87.76,平层/精装,450.0,梧桐人家,朝阳,配备电梯,2023年12月23日,普通住宅,51277
1室1厅,中楼层/共22层,63.22,平层/简装,245.0,东一时区,朝阳,配备电梯,2023年12月23日,普通住宅,38754
2室1厅,低楼层/共21层,90.33,平层/精装,470.0,富力又一城C区,朝阳,配备电梯,2023年12月24日,普通住宅,52032
2室1厅,中楼层/共6层,64.15,平层/精装,372.0,石佛营西里小区,朝阳,无,2023年12月23日,普通住宅,57990
1室1厅,中楼层/共28层,49.56,平层/精装,205.0,住欣家园,朝阳,配备电梯,2023年12月23日,普通住宅,41365
3室1厅,高楼层/共12层,79.53,平层/简装,640.0,芍药居北里,朝阳,配备电梯,2023年12月22日,普通住宅,80473
2室1厅,中楼层/共6层,53.8,平层/简装,329.0,霞光里30号院,朝阳,无,2023年12月23日,普通住宅,61153
2室1厅,中楼层/共25层,88.16,平层/简装,735.0,金地名京,朝阳,配备电梯,2023年12月22日,普通住宅,83372
2室1厅,高楼层/共12层,49.86,平层/简装,360.0,西坝河中里,朝阳,配备电梯,2023年12月22日,普通住宅,72203
3室1厅,中楼层/共6层,72.97,平层/精装,708.0,安贞西里,朝阳,无,2023年12月22日,普通住宅,97027
2室1厅,中楼层/共6层,71.13,平层/简装,320.0,三间房南里4号院,朝阳,无,2023年12月22日,普通住宅,44989
2室1厅,高楼层/共6层,58.97,平层/精装,229.0,三间房南里4号院,朝阳,无,2023年12月23日,普通住宅,38834
2室1厅,高楼层/共26层,78.48,平层/简装,730.0,中国铁建国际城,朝阳,配备电梯,2023年12月22日,普通住宅,93018
2室1厅,低楼层/共16层,66,平层/精装,379.0,劲松八区,朝阳,配备电梯,2023年12月22日,普通住宅,57425
2室1厅,中楼层/共6层,56.81,平层/简装,299.0,双龙南里,朝阳,无,2023年12月21日,普通住宅,52632
2室1厅,底层/共10层,83.05,平层/精装,325.0,京旺家园,朝阳,无,2023年12月25日,普通住宅,39134
3室1厅,中楼层/共4层,58.99,平层/简装,246.0,管庄东里,朝阳,无,2023年12月21日,普通住宅,41702
2室1厅,中楼层/共28层,70.57,平层/精装,345.0,首开畅心园,朝阳,配备电梯,2023年12月22日,普通住宅,48888
2室1厅,低楼层/共12层,67.15,平层/精装,585.0,惠新里小区,朝阳,配备电梯,2023年12月21日,普通住宅,87119
2室1厅,中楼层/共27层,88.87,平层/精装,480.0,富力阳光美园,朝阳,配备电梯,2023年12月23日,普通住宅,54012
2室1厅,中楼层/共6层,80.27,平层/精装,379.0,瑞祥里,朝阳,无,2023年12月21日,普通住宅,47216
2室1厅,中楼层/共13层,81.33,平层/简装,468.0,北苑家园紫绶园,朝阳,配备电梯,2023年12月21日,普通住宅,57544
2室1厅,低楼层/共17层,71,平层/精装,588.0,新东路,朝阳,配备电梯,2023年12月21日,普通住宅,82817
2室2厅,顶层/共18层,143.94,平层/精装,1520.0,泛海国际碧海园,朝阳,配备电梯,2023年12月22日,普通住宅,105600
3室2厅,高楼层/共24层,138.09,平层/精装,1518.0,融科橄榄城三期,朝阳,配备电梯,2023年12月21日,普通住宅,109929
3室1厅,低楼层/共14层,77.33,平层/简装,365.0,建国路100号,朝阳,配备电梯,2023年12月21日,普通住宅,47201
1室1厅,中楼层/共5层,42.15,平层/精装,399.0,人民日报社家属区,朝阳,无,2023年12月22日,普通住宅,94662
2室1厅,低楼层/共26层,88.69,平层/精装,475.0,保利嘉园三号院,朝阳,配备电梯,2023年12月21日,普通住宅,53558
3室2厅,中楼层/共18层,136.1,平层/精装,1420.0,融华世家,朝阳,配备电梯,2023年12月24日,普通住宅,104336
2室1厅,中楼层/共7层,72.98,平层/精装,499.0,雅成一里,朝阳,无,2023年12月22日,普通住宅,68375
2室1厅,高楼层/共21层,68.62,平层/简装,520.0,科学园南里六区,朝阳,配备电梯,2023年12月21日,普通住宅,75780
2室1厅,中楼层/共12层,81.65,平层/简装,529.0,苹果派,朝阳,配备电梯,2023年12月22日,普通住宅,64789
2室1厅,中楼层/共5层,62,平层/精装,425.0,砖角楼北里,朝阳,无,2023年12月20日,普通住宅,68549
2室1厅,中楼层/共6层,53.02,平层/精装,305.0,八里庄北里小区,朝阳,无,2023年12月20日,普通住宅,57526
2室1厅,高楼层/共26层,88.56,平层/其他,639.0,安慧北里逸园,朝阳,配备电梯,2023年12月21日,普通住宅,72155
2室1厅,高楼层/共22层,84.71,平层/精装,333.0,双合家园,朝阳,配备电梯,2023年12月22日,普通住宅,39311
1室0厅,顶层/共21层,40.69,平层/精装,360.0,时代国际嘉园,朝阳,配备电梯,2023年12月20日,普通住宅,88474
2室1厅,高楼层/共25层,76.46,平层/精装,373.0,北苑家园紫绶园,朝阳,配备电梯,2023年12月20日,普通住宅,48784
1室1厅,中楼层/共6层,45.35,平层/精装,255.0,芳园里,朝阳,无,2023年12月21日,普通住宅,56230
2室1厅,低楼层/共28层,98.86,平层/精装,549.0,北京新天地一期,朝阳,配备电梯,2023年12月20日,普通住宅,55534
2室2厅,低楼层/共18层,89.8,平层/简装,460.0,保利嘉园一号院,朝阳,配备电梯,2023年12月20日,普通住宅,51225
2室1厅,底层/共6层,57.87,平层/精装,328.0,甘露园南里,朝阳,无,2023年12月20日,普通住宅,56679
3室1厅,中楼层/共9层,95.58,平层/精装,730.0,首开常青藤二期,朝阳,配备电梯,2023年12月22日,普通住宅,76376
1室1厅,高楼层/共28层,64.99,平层/精装,349.0,北京新天地一期,朝阳,配备电梯,2023年12月20日,普通住宅,53701
2室1厅,中楼层/共7层,60.67,平层/简装,335.0,芳园南里西区,朝阳,无,2023年12月19日,普通住宅,55217
2室1厅,底层/共11层,93.67,平层/简装,516.0,苹果派,朝阳,配备电梯,2023年12月20日,普通住宅,55088
2室1厅,低楼层/共6层,58.05,平层/精装,315.0,农光东里,朝阳,无,2023年12月21日,普通住宅,54264
2室2厅,低楼层/共23层,87.1,平层/精装,449.0,富力又一城C区,朝阳,配备电梯,2023年12月21日,普通住宅,51550
2室1厅,高楼层/共25层,103.13,平层/精装,530.0,北苑家园清友园,朝阳,配备电梯,2023年12月20日,普通住宅,51392
1室1厅,低楼层/共22层,45.2,平层/简装,283.0,静安里,朝阳,配备电梯,2023年12月21日,普通住宅,62611
3室2厅,中楼层/共26层,119.01,平层/其他,977.0,安慧北里逸园,朝阳,配备电梯,2023年12月19日,普通住宅,82094
2室1厅,中楼层/共6层,60.46,平层/精装,335.0,武圣西里,朝阳,无,2023年12月21日,普通住宅,55409
2室1厅,低楼层/共6层,55.89,平层/简装,242.0,定福庄中学,朝阳,无,2023年12月19日,普通住宅,43300
3室2厅,中楼层/共10层,136.95,平层/精装,900.0,奥林匹克花园三期,朝阳,配备电梯,2023年12月20日,普通住宅,65718
2室1厅,中楼层/共16层,47.76,平层/精装,330.0,枣营南里,朝阳,配备电梯,2023年12月19日,普通住宅,69096
2室1厅,底层/共24层,87.23,平层/简装,497.0,兴隆家园,朝阳,配备电梯,2023年12月19日,普通住宅,56976
2室1厅,中楼层/共26层,108.22,平层/精装,539.0,北苑家园茉藜园,朝阳,配备电梯,2023年12月20日,普通住宅,49806
2室1厅,低楼层/共10层,63.75,平层/简装,484.0,光华里社区,朝阳,配备电梯,2023年12月19日,普通住宅,75922
2室1厅,中楼层/共28层,111.74,平层/精装,690.0,百环家园,朝阳,配备电梯,2023年12月20日,普通住宅,61751
1室1厅,高楼层/共21层,56.07,平层/精装,460.0,时代国际嘉园,朝阳,配备电梯,2023年12月20日,普通住宅,82041
1室0厅,低楼层/共21层,59.16,平层/精装,330.0,苹果社区北区,朝阳,配备电梯,2023年12月18日,普通住宅,55781
3室1厅,高楼层/共28层,91.43,平层/简装,520.0,管庄北二里,朝阳,配备电梯,2023年12月18日,普通住宅,56875
2室1厅,高楼层/共21层,96.44,平层/精装,1260.0,火星园,朝阳,配备电梯,2023年12月25日,普通住宅,130652
3室2厅,高楼层/共27层,135.5,平层/精装,1050.0,华贸城,朝阳,配备电梯,2023年12月19日,普通住宅,77491
2室1厅,底层/共26层,79.53,平层/简装,399.0,金蝉南里,朝阳,配备电梯,2023年12月21日,普通住宅,50170
1室1厅,中楼层/共7层,44.06,平层/其他,310.0,和平街西苑,朝阳,无,2023年12月18日,普通住宅,70359
1室1厅,中楼层/共28层,49.56,平层/简装,205.0,住欣家园,朝阳,配备电梯,2023年12月18日,普通住宅,41365
3室1厅,中楼层/共18层,76.22,平层/精装,745.0,三里屯南路,朝阳,配备电梯,2023年12月18日,普通住宅,97744
2室1厅,中楼层/共9层,115.9,平层/精装,1195.0,CBD总部公寓一期,朝阳,配备电梯,2023年12月25日,普通住宅,103107
2室1厅,底层/共6层,56.83,平层/精装,330.0,松榆西里,朝阳,无,2023年12月18日,普通住宅,58068
2室1厅,高楼层/共24层,71.49,平层/精装,369.0,富华家园,朝阳,配备电梯,2023年12月20日,普通住宅,51616
1室1厅,中楼层/共23层,76.08,平层/精装,799.0,水星园,朝阳,配备电梯,2023年12月17日,普通住宅,105022
3室1厅,高楼层/共29层,148.31,平层/精装,1198.0,嘉铭桐城C区,朝阳,配备电梯,2023年12月17日,普通住宅,80777
1室1厅,中楼层/共28层,64.99,平层/精装,359.0,北京新天地一期,朝阳,配备电梯,2023年12月18日,普通住宅,55240
2室1厅,中楼层/共13层,70.52,平层/简装,482.0,天坛家具城,朝阳,配备电梯,2023年12月22日,普通住宅,68350
2室1厅,中楼层/共22层,76.06,平层/精装,350.0,金隅康惠园2号院,朝阳,配备电梯,2023年12月18日,普通住宅,46017
1室1厅,高楼层/共21层,56.95,平层/精装,330.0,世纪东方城,朝阳,配备电梯,2023年12月18日,普通住宅,57946
1室1厅,低楼层/共18层,60.11,平层/精装,330.0,磨房南里,朝阳,配备电梯,2023年12月17日,普通住宅,54900
3室1厅,中楼层/共19层,169.74,平层/精装,1100.0,万科星园,朝阳,配备电梯,2023年12月22日,普通住宅,64805
3室1厅,高楼层/共26层,197.63,平层/精装,1755.0,世茂奥临花园,朝阳,配备电梯,2023年12月20日,普通住宅,88803
2室2厅,高楼层/共21层,96.59,平层/精装,1070.0,融科橄榄城三期,朝阳,配备电梯,2023年12月17日,普通住宅,110778
2室1厅,高楼层/共28层,70.86,平层/其他,300.0,弘善家园,朝阳,配备电梯,2023年12月19日,普通住宅,42338
2室1厅,高楼层/共6层,58.03,平层/简装,208.0,垡头北里,朝阳,无,2023年12月17日,普通住宅,35844
3室1厅,顶层/共4层,91.27,平层/简装,755.0,和平街八区,朝阳,无,2023年12月17日,普通住宅,82722
2室1厅,高楼层/共11层,88.94,平层/其他,565.0,京棉新城A1区,朝阳,配备电梯,2023年12月22日,普通住宅,63526
1室1厅,高楼层/共18层,56,平层/精装,206.0,朝丰家园6号院,朝阳,配备电梯,2023年12月17日,普通住宅,36786
2室1厅,高楼层/共28层,109.5,平层/简装,600.0,百环家园,朝阳,配备电梯,2023年12月19日,普通住宅,54795
2室1厅,中楼层/共9层,62.44,平层/精装,465.0,和平街十三区,朝阳,配备电梯,2023年12月17日,普通住宅,74472
1室1厅,中楼层/共14层,59.86,平层/简装,280.0,弘善家园,朝阳,配备电梯,2023年12月24日,普通住宅,46776
2室1厅,顶层/共6层,56.48,平层/精装,236.0,绿岛苑东区,朝阳,无,2023年12月17日,普通住宅,41785
2室1厅,高楼层/共27层,108.88,平层/简装,860.0,朝庭,朝阳,配备电梯,2023年12月18日,普通住宅,78987
1室1厅,高楼层/共6层,42.52,平层/简装,399.0,芍药居5号院,朝阳,无,2023年12月17日,普通住宅,93839
2室1厅,中楼层/共12层,83.72,平层/精装,430.0,北苑家园紫绶园,朝阳,配备电梯,2023年12月16日,普通住宅,51362
2室1厅,低楼层/共24层,95.44,平层/精装,576.0,兴隆家园,朝阳,配备电梯,2023年12月19日,普通住宅,60353
2室1厅,高楼层/共6层,57.6,平层/精装,425.0,丝竹园小区,朝阳,无,2023年12月16日,普通住宅,73785
2室1厅,中楼层/共6层,59.65,平层/精装,349.0,劲松五区,朝阳,无,2023年12月17日,普通住宅,58508
2室1厅,低楼层/共27层,91.65,平层/精装,695.0,后现代城D区,朝阳,配备电梯,2023年12月16日,普通住宅,75832
2室1厅,高楼层/共22层,86.5,平层/精装,345.0,双合家园,朝阳,配备电梯,2023年12月16日,普通住宅,39885
3室1厅,中楼层/共5层,72.01,平层/简装,450.0,双花园西里,朝阳,无,2023年12月20日,普通住宅,62492
2室1厅,低楼层/共24层,77.02,平层/精装,535.0,都城心屿,朝阳,配备电梯,2023年12月17日,普通住宅,69463
4室2厅,中楼层/共26层,174.24,平层/简装,1480.0,大西洋新城D区,朝阳,配备电梯,2023年12月18日,普通住宅,84941
2室1厅,中楼层/共12层,52.17,平层/简装,259.0,十里堡东里,朝阳,配备电梯,2023年12月16日,普通住宅,49646
2室1厅,中楼层/共18层,127.63,平层/精装,793.0,盛世嘉园,朝阳,配备电梯,2023年12月16日,普通住宅,62133
1室1厅,低楼层/共25层,64.02,平层/精装,400.0,飘HOME,朝阳,配备电梯,2023年12月16日,普通住宅,62481
1室1厅,高楼层/共28层,56.53,平层/简装,260.0,周家庄中路19号院,朝阳,配备电梯,2023年12月18日,普通住宅,45994
3室1厅,中楼层/共5层,77.02,平层/精装,668.0,幸福二村,朝阳,无,2023年12月17日,普通住宅,86731
1室1厅,高楼层/共16层,46.12,平层/其他,210.0,妇联小区,朝阳,配备电梯,2023年12月19日,普通住宅,45534
2室1厅,中楼层/共16层,91.11,平层/精装,485.0,定福家园3号院,朝阳,配备电梯,2023年12月16日,普通住宅,53233
3室2厅,中楼层/共15层,144.32,平层/精装,1450.0,嘉铭桐城E区,朝阳,配备电梯,2023年12月23日,普通住宅,100472
2室1厅,中楼层/共5层,44,平层/精装,280.0,延静里中街,朝阳,无,2023年12月16日,普通住宅,63637
1室1厅,中楼层/共16层,51.96,平层/精装,375.0,呼家楼北街,朝阳,配备电梯,2023年12月17日,普通住宅,72171
1室1厅,高楼层/共20层,55.8,平层/精装,450.0,青年汇佳园,朝阳,配备电梯,2023年12月20日,普通住宅,80646
3室2厅,低楼层/共21层,142.75,平层/简装,730.0,瑞和国际,朝阳,配备电梯,2023年12月16日,普通住宅,51139
1室1厅,高楼层/共18层,54.8,平层/简装,500.0,半岛国际公寓,朝阳,配备电梯,2023年12月15日,普通住宅,91241
2室1厅,中楼层/共20层,73.94,平层/精装,580.0,安慧里四区,朝阳,配备电梯,2023年12月15日,普通住宅,78442
2室1厅,低楼层/共25层,106.69,平层/简装,568.0,北苑家园清友园,朝阳,配备电梯,2023年12月17日,普通住宅,53239
2室2厅,中楼层/共27层,79.87,平层/精装,495.0,国美第一城3号院,朝阳,配备电梯,2023年12月16日,普通住宅,61976
2室1厅,中楼层/共6层,68.37,平层/简装,348.0,农光东里,朝阳,无,2023年12月15日,普通住宅,50900
2室2厅,高楼层/共21层,103.26,平层/简装,688.0,世纪东方城,朝阳,配备电梯,2023年12月16日,普通住宅,66628
2室1厅,高楼层/共25层,97.94,平层/简装,530.0,北苑家园清友园,朝阳,配备电梯,2023年12月16日,普通住宅,54115
2室1厅,高楼层/共27层,97.09,平层/精装,678.0,国美第一城3号院,朝阳,配备电梯,2023年12月21日,普通住宅,69833
2室1厅,高楼层/共28层,94.68,平层/精装,660.0,易构空间,朝阳,配备电梯,2023年12月15日,普通住宅,69709
1室1厅,高楼层/共28层,55.52,平层/精装,238.0,周家庄中路18号院,朝阳,配备电梯,2023年12月17日,普通住宅,42868
2室1厅,中楼层/共28层,86.87,平层/精装,445.0,汇景苑三区,朝阳,配备电梯,2023年12月15日,普通住宅,51226
2室1厅,底层/共6层,58.49,平层/简装,225.0,绿丰家园,朝阳,无,2023年12月15日,普通住宅,38469
2室1厅,高楼层/共18层,63.3,平层/简装,399.0,花家地西里一区,朝阳,配备电梯,2023年12月16日,普通住宅,63034
2室1厅,高楼层/共18层,82.93,平层/精装,630.0,柳芳南里,朝阳,配备电梯,2023年12月15日,普通住宅,75968
3室1厅,高楼层/共6层,71.93,平层/精装,508.0,曙光里,朝阳,无,2023年12月14日,普通住宅,70625
2室1厅,高楼层/共28层,91.56,平层/精装,575.0,京棉新城三厂,朝阳,配备电梯,2023年12月14日,普通住宅,62801
1室1厅,高楼层/共6层,58.38,平层/简装,230.0,绿丰家园,朝阳,无,2023年12月14日,普通住宅,39398
3室1厅,中楼层/共28层,86.2,平层/精装,716.0,大西洋新城C区,朝阳,配备电梯,2023年12月14日,普通住宅,83063
2室1厅,中楼层/共10层,116.63,平层/精装,920.0,国风北京,朝阳,配备电梯,2023年12月15日,普通住宅,78882
2室1厅,低楼层/共6层,73.57,平层/精装,550.0,南湖东园一区,朝阳,无,2023年12月14日,普通住宅,74759
1室1厅,高楼层/共18层,53.91,平层/简装,215.0,华瀚福园D区,朝阳,配备电梯,2023年12月13日,普通住宅,39882
1室1厅,高楼层/共22层,53.46,平层/简装,386.0,美景东方,朝阳,配备电梯,2023年12月13日,普通住宅,72204
2室1厅,中楼层/共21层,61.06,平层/简装,480.0,左家庄北里,朝阳,配备电梯,2023年12月20日,普通住宅,78612
2室1厅,低楼层/共28层,70.97,平层/精装,308.0,弘善家园,朝阳,配备电梯,2023年12月17日,普通住宅,43399
1室1厅,低楼层/共28层,62.43,平层/简装,520.0,富力城A区,朝阳,配备电梯,2023年12月13日,普通住宅,83294
1室0厅,中楼层/共15层,42.3,平层/精装,210.0,东一时区,朝阳,配备电梯,2023年12月14日,普通住宅,49646
2室2厅,顶层/共5层,85.22,平层/精装,850.0,首开常青藤三期,朝阳,配备电梯,2023年12月15日,普通住宅,99742
1室1厅,中楼层/共26层,65.79,平层/精装,363.0,北苑家园茉藜园,朝阳,配备电梯,2023年12月13日,普通住宅,55176
2室1厅,顶层/共6层,57.68,平层/简装,349.0,柳芳北里,朝阳,无,2023年12月28日,普通住宅,60507
1室1厅,高楼层/共27层,61.9,平层/简装,460.0,万达广场公寓,朝阳,配备电梯,2023年12月26日,普通住宅,74314
1室0厅,高楼层/共22层,52.44,平层/其他,230.0,富华家园,朝阳,配备电梯,2023年12月15日,普通住宅,43860
1室1厅,底层/共13层,51.33,平层/简装,208.0,翠成馨园C区,朝阳,配备电梯,2023年12月11日,普通住宅,40523
2室1厅,中楼层/共6层,89.23,平层/简装,590.0,望花路西里,朝阳,无,2023年12月11日,普通住宅,66122
2室1厅,高楼层/共21层,81.28,平层/精装,740.0,中国铁建国际城,朝阳,配备电梯,2023年12月11日,普通住宅,91044
2室1厅,高楼层/共23层,77.38,平层/精装,718.0,芳馨园,朝阳,配备电梯,2023年12月22日,普通住宅,92789
2室1厅,高楼层/共30层,82.58,平层/精装,540.0,晨光家园A区,朝阳,配备电梯,2023年12月11日,普通住宅,65392
2室2厅,中楼层/共27层,93.82,平层/精装,830.0,华贸城,朝阳,配备电梯,2023年12月13日,普通住宅,88468
2室2厅,中楼层/共7层,81.72,平层/简装,499.0,南湖东园一区,朝阳,无,2023年12月28日,普通住宅,61063
1室1厅,中楼层/共29层,60.09,平层/精装,339.0,恒大书院,朝阳,配备电梯,2023年12月11日,普通住宅,56416
1室1厅,中楼层/共6层,41.04,平层/精装,204.0,定福庄北里1号院,朝阳,无,2023年12月16日,普通住宅,49708
1室1厅,低楼层/共24层,65.77,平层/精装,485.0,利泽西园,朝阳,配备电梯,2023年12月11日,普通住宅,73742
